,id,title,var_entries,langs,appellation,acronym,qualifier,alternative-name,teknonym,salutation,matronymic,professional-name,honorific,given-name,middle-name,patronymic,surname,primary-name,nisba,name_parts
96,96,maarys aaltmaan,"[{'var': 'maarys aaltmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,מאָריס,,,אַלטמאַן,,,"{""name_part_0"": ""maarys"", ""name_part_1"": ""aaltmaan""}"
97,97,mshh aaltman,"[{'var': 'mshh aaltman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,משה,,,אַלטמאן,,,"{""name_part_0"": ""mshh"", ""name_part_1"": ""aaltman""}"
98,98,lyyb aaltshvl`r,"[{'var': 'lyyb aaltshvl`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,לייבּ,,,אַלטשולער,,,"{""name_part_0"": ""lyyb"", ""name_part_1"": ""aaltshvl`r""}"
99,99,shmval aalmaan,"[{'var': 'shmval aalmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,שמואל,,,אַלמאַן,,,"{""name_part_0"": ""shmval"", ""name_part_1"": ""aalmaan""}"
100,100,a. (alyhv hyym sh`ps) almy,"[{'var': 'a. (alyhv hyym sh`ps) almy', 'src': 'ds', 'lang': 'en'}]",['en'],,א.,,שעפּס,,,,,,אליהו,חיים,,,,,"{""name_part_0"": ""a."", ""name_part_1"": ""(alyhv"", ""name_part_2"": ""hyym"", ""name_part_3"": ""sh`ps)"", ""name_part_4"": ""almy""}"
101,101,p`rnaandaa aal`skaa,"[{'var': 'p`rnaandaa aal`skaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,אלעסקאָ,פערנאַנדאָ,,"{""name_part_0"": ""p`rnaandaa"", ""name_part_1"": ""aal`skaa""}"
102,102,ahrn aal`ksaandraavv,"[{'var': 'ahrn aal`ksaandraavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אהרן,,,אָלעקסאַנדרוול,,,"{""name_part_0"": ""ahrn"", ""name_part_1"": ""aal`ksaandraavv""}"
103,103,h. (vvylyaam myl`r) aal`ksaandraavv,"[{'var': 'h. (vvylyaam myl`r) aal`ksaandraavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מילער,,ח.,,,,וויליאַם,,,אָלעקסאַנדראָוו,,,"{""name_part_0"": ""h."", ""name_part_1"": ""(vvylyaam"", ""name_part_2"": ""myl`r)"", ""name_part_3"": ""aal`ksaandraavv""}"
104,104,aysaak aalp`raavvytsh,"[{'var': 'aysaak aalp`raavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,איסאַק,,,אַלפּעראָוויטש,,,"{""name_part_0"": ""aysaak"", ""name_part_1"": ""aalp`raavvytsh""}"
105,105,y. (yhvsh` `lkyn) aalkaan,"[{'var': 'y. (yhvsh` `lkyn) aalkaan', 'src': 'ds', 'lang': 'en'}]",['en'],,י.,,עלקין,,,,,,יהושע,,,,,,"{""name_part_0"": ""y."", ""name_part_1"": ""(yhvsh`"", ""name_part_2"": ""`lkyn)"", ""name_part_3"": ""aalkaan""}"
106,106,yhvsh` aalkaan,"[{'var': 'yhvsh` aalkaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יהושע,,,אַלקאַן,,,"{""name_part_0"": ""yhvsh`"", ""name_part_1"": ""aalkaan""}"
107,107,avm` (prvm`) aalk`nytsky,"[{'var': 'avm` (prvm`) aalk`nytsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,פרומע,,,,,,אומע,,,אָלקענהיצקי,,,"{""name_part_0"": ""avm`"", ""name_part_1"": ""(prvm`)"", ""name_part_2"": ""aalk`nytsky""}"
108,108,aal`ksaand`r (yhvsh`) aalshaan`tsky,"[{'var': 'aal`ksaand`r (yhvsh`) aalshaan`tsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,יהושע,,,,,,אַלעקסאַנדער,,,אָלשאַנעצקי,,,"{""name_part_0"": ""aal`ksaand`r"", ""name_part_1"": ""(yhvsh`)"", ""name_part_2"": ""aalshaan`tsky""}"
109,109,p`t`r (psh gaaldb`rg) aamaatyn,"[{'var': 'p`t`r (psh gaaldb`rg) aamaatyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,פּעטער,,,,,,פּסח,,,אַמאַטין,גאָלדבּערג,,"{""name_part_0"": ""p`t`r"", ""name_part_1"": ""(psh"", ""name_part_2"": ""gaaldb`rg)"", ""name_part_3"": ""aamaatyn""}"
110,110,aal`ks (aal`ksaand`r) aamaasyaa,"[{'var': 'aal`ks (aal`ksaand`r) aamaasyaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַלעקסאַנדער,,,,,,אַלעקס,,,אַמאַסיאַ,,,"{""name_part_0"": ""aal`ks"", ""name_part_1"": ""(aal`ksaand`r)"", ""name_part_2"": ""aamaasyaa""}"
111,111,h`rsh aamaasyaa,"[{'var': 'h`rsh aamaasyaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,הערש אַמאַסיאַ,,"{""name_part_0"": ""h`rsh"", ""name_part_1"": ""aamaasyaa""}"
112,112,gaald` (g`nyaa shnyyd`r) aamz`l,"[{'var': 'gaald` (g`nyaa shnyyd`r) aamz`l', 'src': 'ds', 'lang': 'en'}]",['en'],,,,געניאַ,,,,,,גאָלדע,,אַמזעל,שניידער,,,"{""name_part_0"": ""gaald`"", ""name_part_1"": ""(g`nyaa"", ""name_part_2"": ""shnyyd`r)"", ""name_part_3"": ""aamz`l""}"
113,113,any`la (hnh kampaan`y`ts-paalyaakaavv),"[{'var': 'any`la (hnh kampaan`y`ts-paalyaakaavv)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אניעלא,,,,,,חנה,,,קאמפּאַנעיעץ-פּאָליאַקאָוו,,,"{""name_part_0"": ""any`la"", ""name_part_1"": ""(hnh"", ""name_part_2"": ""kampaan`y`ts-paalyaakaavv)""}"
114,114,z. y. (zlmn ytshk aaraansaan) ankhy,"[{'var': 'z. y. (zlmn ytshk aaraansaan) ankhy', 'src': 'ds', 'lang': 'en'}]",['en'],אנכי,ז. י.,,,,,,,,זלמן,יצחק,,אַראָנסאָן,,,"{""name_part_0"": ""z."", ""name_part_1"": ""y."", ""name_part_2"": ""(zlmn"", ""name_part_3"": ""ytshk"", ""name_part_4"": ""aaraansaan)"", ""name_part_5"": ""ankhy""}"
115,115,sh. (shlmh-zaanvvl raapaapaart) aan-sky,"[{'var': 'sh. (shlmh-zaanvvl raapaapaart) aan-sky', 'src': 'ds', 'lang': 'en'}]",['en'],,ש.,,זאַנוול,,,,,,שלמה,,,ראַפּאָפּערט,אַנ-סקי,,"{""name_part_0"": ""sh."", ""name_part_1"": ""(shlmh-zaanvvl"", ""name_part_2"": ""raapaapaart)"", ""name_part_3"": ""aan-sky""}"
116,116,brvkh aas,"[{'var': 'brvkh aas', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,ברוך,,,אַס,,,"{""name_part_0"": ""brvkh"", ""name_part_1"": ""aas""}"
117,117,hyym aastraavvsky,"[{'var': 'hyym aastraavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,חיים,,,אָסטראָווסקי,,,"{""name_part_0"": ""hyym"", ""name_part_1"": ""aastraavvsky""}"
118,118,kh. aastraavvsky,"[{'var': 'kh. aastraavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,כ.,,,אסטראָווסקי,,,"{""name_part_0"": ""kh."", ""name_part_1"": ""aastraavvsky""}"
119,119,s`m (shmval) aastraavvsky,"[{'var': 's`m (shmval) aastraavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,סעם,,,,,,שמואל,,,,אָסטראָווסקי,,"{""name_part_0"": ""s`m"", ""name_part_1"": ""(shmval)"", ""name_part_2"": ""aastraavvsky""}"
120,120,aaskaar (yhvsh` aastrytsky) aastraap,"[{'var': 'aaskaar (yhvsh` aastrytsky) aastraap', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אָסקאַר,,,,,,יהושע,,אָסטריצקי,אַסטרֹף,,,"{""name_part_0"": ""aaskaar"", ""name_part_1"": ""(yhvsh`"", ""name_part_2"": ""aastrytsky)"", ""name_part_3"": ""aastraap""}"
121,121,h`rsh`l` aastraapaal`r,"[{'var': 'h`rsh`l` aastraapaal`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,הערשעלע,,,,,אָסטראָפּאָלער,"{""name_part_0"": ""h`rsh`l`"", ""name_part_1"": ""aastraapaal`r""}"
122,122,yvlyvs (ayyz`nb`t) aaskaar,"[{'var': 'yvlyvs (ayyz`nb`t) aaskaar', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אייזענבעט,,,,,,,,,אָסקאַר,יוליוס,,"{""name_part_0"": ""yvlyvs"", ""name_part_1"": ""(ayyz`nb`t)"", ""name_part_2"": ""aaskaar""}"
123,123,yvsp (yvsp aapaataavvsky) aapataashv,"[{'var': 'yvsp (yvsp aapaataavvsky) aapataashv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,יוסף,,,,,,יוסף,,,אָפּאַטאָווסקי,,אָפּאטאַשו,"{""name_part_0"": ""yvsp"", ""name_part_1"": ""(yvsp"", ""name_part_2"": ""aapaataavvsky)"", ""name_part_3"": ""aapataashv""}"
124,124,dvd aapaath`k`r,"[{'var': 'dvd aapaath`k`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,דוד,,,אַפּאָטהעקער,,,"{""name_part_0"": ""dvd"", ""name_part_1"": ""aapaath`k`r""}"
125,125,saapya (shrh pryynd) aaptyyk`r,"[{'var': 'saapya (shrh pryynd) aaptyyk`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,סאָפיא,,,,,,שרה,,,אַפּטייקער,,,"{""name_part_0"": ""saapya"", ""name_part_1"": ""(shrh"", ""name_part_2"": ""pryynd)"", ""name_part_3"": ""aaptyyk`r""}"
126,126,ayzydaar (yaapkaa) aap`l,"[{'var': 'ayzydaar (yaapkaa) aap`l', 'src': 'ds', 'lang': 'en'}]",['en'],,,,יאפּקאָ,,,,,,איזידאָר,,,,אַפעל,,"{""name_part_0"": ""ayzydaar"", ""name_part_1"": ""(yaapkaa)"", ""name_part_2"": ""aap`l""}"
127,127,aannaa (b`rkaavvytsh) aap`l,"[{'var': 'aannaa (b`rkaavvytsh) aap`l', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּערקאָוויטש,,,,,,אַננאַ,,,אָפּעל,,,"{""name_part_0"": ""aannaa"", ""name_part_1"": ""(b`rkaavvytsh)"", ""name_part_2"": ""aap`l""}"
128,128,maarys (aap`lavyg) aap`l,"[{'var': 'maarys (aap`lavyg) aap`l', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַפּעלאויג,,,,,,מאָריס,,,אַפּעל,,,"{""name_part_0"": ""maarys"", ""name_part_1"": ""(aap`lavyg)"", ""name_part_2"": ""aap`l""}"
129,129,myshaa aap`lbvym,"[{'var': 'myshaa aap`lbvym', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,מישאַ,,,אַפּעלבּוים,,,"{""name_part_0"": ""myshaa"", ""name_part_1"": ""aap`lbvym""}"
130,130,(shyyn` rhl vvyynshtyyn),"[{'var': '(shyyn` rhl vvyynshtyyn)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,שיינע,,,,,,רחל,,,וויינשטיין,,,"{""name_part_0"": ""(shyyn`"", ""name_part_1"": ""rhl"", ""name_part_2"": ""vvyynshtyyn)""}"
131,131,p`lynaa (p`rl) aapp`rmaan,"[{'var': 'p`lynaa (p`rl) aapp`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,פּערל,,,,,,פעלינאַ,,,אָפפערמאַן,,,"{""name_part_0"": ""p`lynaa"", ""name_part_1"": ""(p`rl)"", ""name_part_2"": ""aapp`rmaan""}"
132,132,nykaalyy aprt,"[{'var': 'nykaalyy aprt', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,אפרת,ניקòlיי,,"{""name_part_0"": ""nykaalyy"", ""name_part_1"": ""aprt""}"
133,133,abrhm (abrhm ytshk) aaks`lrad,"[{'var': 'abrhm (abrhm ytshk) aaks`lrad', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אברהם יצחק,,,,,,אברהם,,,אאַקסלראד,אברהם,,"{""name_part_0"": ""abrhm"", ""name_part_1"": ""(abrhm"", ""name_part_2"": ""ytshk)"", ""name_part_3"": ""aaks`lrad""}"
134,134,aan`taa (pr`n`r) aaks`lrad,"[{'var': 'aan`taa (pr`n`r) aaks`lrad', 'src': 'ds', 'lang': 'en'}]",['en'],,,,פּרענער,,,,,,אַנעטאַ,,,אַקסעלראד,,,"{""name_part_0"": ""aan`taa"", ""name_part_1"": ""(pr`n`r)"", ""name_part_2"": ""aaks`lrad""}"
135,135,maarys (m`yr) aaks`lrad,"[{'var': 'maarys (m`yr) aaks`lrad', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מעיר,,,,,,מאָריס,,,אַקסעלראד,,,"{""name_part_0"": ""maarys"", ""name_part_1"": ""(m`yr)"", ""name_part_2"": ""aaks`lrad""}"
136,136,mynaa (blyykhmaan) aaks`lrad,"[{'var': 'mynaa (blyykhmaan) aaks`lrad', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בלייכמאַן,,,,,,מינאַ,,,אַקסעלראד,,,"{""name_part_0"": ""mynaa"", ""name_part_1"": ""(blyykhmaan)"", ""name_part_2"": ""aaks`lrad""}"
137,137,raaza aaks`lrad,"[{'var': 'raaza aaks`lrad', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,ראָזא,,,אַקסעלראד,,,"{""name_part_0"": ""raaza"", ""name_part_1"": ""aaks`lrad""}"
138,138,rhl (kaahvt) aaks`lrad,"[{'var': 'rhl (kaahvt) aaks`lrad', 'src': 'ds', 'lang': 'en'}]",['en'],,,,קאָהוט,,,,,,רחל,,,אַקסעלראד,,,"{""name_part_0"": ""rhl"", ""name_part_1"": ""(kaahvt)"", ""name_part_2"": ""aaks`lrad""}"
139,139,yshral aaks`np`ld,"[{'var': 'yshral aaks`np`ld', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,ישראל,,,אַקסענפעלד,,,"{""name_part_0"": ""yshral"", ""name_part_1"": ""aaks`np`ld""}"
140,140,h`rmaan aaraanaavvytsh,"[{'var': 'h`rmaan aaraanaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,אַראָנאָוויטש,הערמאַן,,"{""name_part_0"": ""h`rmaan"", ""name_part_1"": ""aaraanaavvytsh""}"
141,141,yvd`s aaraantshyk,"[{'var': 'yvd`s aaraantshyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יודעס,,,אַראָנטשיק,יודעס אַראָנטשיק,,"{""name_part_0"": ""yvd`s"", ""name_part_1"": ""aaraantshyk""}"
142,142,brvkh aaraansaan,"[{'var': 'brvkh aaraansaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,ברוך,,,אַראָנסאָן,,,"{""name_part_0"": ""brvkh"", ""name_part_1"": ""aaraansaan""}"
143,143,pyyvvl aaraan`s,"[{'var': 'pyyvvl aaraan`s', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,פייוול,,,אַראָנעס,פייוול אַראָנעס,,"{""name_part_0"": ""pyyvvl"", ""name_part_1"": ""aaraan`s""}"
144,144,astr (sny`gaavv) aarzsh`vvskaayaa,"[{'var': 'astr (sny`gaavv) aarzsh`vvskaayaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,סניעגאָוו,,,,,,,,,אָרזשעווסקאַיאַ,אסתר,,"{""name_part_0"": ""astr"", ""name_part_1"": ""(sny`gaavv)"", ""name_part_2"": ""aarzsh`vvskaayaa""}"
145,145,shm`vn aarlyvk,"[{'var': 'shm`vn aarlyvk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,שמעון,,,אָרליוק,,,"{""name_part_0"": ""shm`vn"", ""name_part_1"": ""aarlyvk""}"
146,146,aarnaald (a. gynzbvrg),"[{'var': 'aarnaald (a. gynzbvrg)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,א. גינזבּורג,,,,,,אַרנאָלד,,,,,,"{""name_part_0"": ""aarnaald"", ""name_part_1"": ""(a."", ""name_part_2"": ""gynzbvrg)""}"
147,147,mrym (maany` maargvlys) aarnaan,"[{'var': 'mrym (maany` maargvlys) aarnaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַניע,,,,,,מרים,,,אַרנאָן,,,"{""name_part_0"": ""mrym"", ""name_part_1"": ""(maany`"", ""name_part_2"": ""maargvlys)"", ""name_part_3"": ""aarnaan""}"
148,148,raaz` arnshtyyn,"[{'var': 'raaz` arnshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,ראָזע,,,ארנשטיין,,,"{""name_part_0"": ""raaz`"", ""name_part_1"": ""arnshtyyn""}"
149,149,(aar`n) yvsp aar`nshtyyn,"[{'var': '(aar`n) yvsp aar`nshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אָרען,,,,,,יוסף,,,אָרענשטיין,,,"{""name_part_0"": ""(aar`n)"", ""name_part_1"": ""yvsp"", ""name_part_2"": ""aar`nshtyyn""}"
150,150,aysaak aarkaa,"[{'var': 'aysaak aarkaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,איסאַק,,,אַרקאָ,איסאַק אַרקאָ,,"{""name_part_0"": ""aysaak"", ""name_part_1"": ""aarkaa""}"
151,151,ytshk arka,"[{'var': 'ytshk arka', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יצחק,,,ארקא,,,"{""name_part_0"": ""ytshk"", ""name_part_1"": ""arka""}"
152,152,maany` (pyshzaan) aarkaa,"[{'var': 'maany` (pyshzaan) aarkaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,פישזאָן,,,,,,מאַניע,,,אַרקאָ,,,"{""name_part_0"": ""maany`"", ""name_part_1"": ""(pyshzaan)"", ""name_part_2"": ""aarkaa""}"
153,153,prytsy aarkaa,"[{'var': 'prytsy aarkaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,פריצי,,,אַרקאָ,פריצי אַרקאָ,,"{""name_part_0"": ""prytsy"", ""name_part_1"": ""aarkaa""}"
154,154,abram aash,"[{'var': 'abram aash', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אבראם,,,אַש,אבראם אַש,,"{""name_part_0"": ""abram"", ""name_part_1"": ""aash""}"
155,155,hyhl` aash,"[{'var': 'hyhl` aash', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,חיהלע,,,אַש,,,"{""name_part_0"": ""hyhl`"", ""name_part_1"": ""aash""}"
156,156,shlvm aash,"[{'var': 'shlvm aash', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,שלום,,,אש,,,"{""name_part_0"": ""shlvm"", ""name_part_1"": ""aash""}"
157,157,(p`sy` lyb`rshtyyn),"[{'var': '(p`sy` lyb`rshtyyn)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,פּעסיע,,,,ליבּערשטיין,,"{""name_part_0"": ""(p`sy`"", ""name_part_1"": ""lyb`rshtyyn)""}"
158,158,ayzydaar (ayyzyk) ashkhnzy,"[{'var': 'ayzydaar (ayyzyk) ashkhnzy', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אייזיק,,,,,,,,,אשכנזי,איזידאָר,,"{""name_part_0"": ""ayzydaar"", ""name_part_1"": ""(ayyzyk)"", ""name_part_2"": ""ashkhnzy""}"
159,159,myr` ashkhnzy,"[{'var': 'myr` ashkhnzy', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,מירע,,,אשכנזי,מירע אשכנזי,,"{""name_part_0"": ""myr`"", ""name_part_1"": ""ashkhnzy""}"
160,160,tsyl` (p`p`r) ashkhnzy,"[{'var': 'tsyl` (p`p`r) ashkhnzy', 'src': 'ds', 'lang': 'en'}]",['en'],,,,פעפער,,,,,,צילע,,,אשכנזי,,,"{""name_part_0"": ""tsyl`"", ""name_part_1"": ""(p`p`r)"", ""name_part_2"": ""ashkhnzy""}"
161,161,m. aash`raavvytsh,"[{'var': 'm. aash`raavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,מ.,,,,,,,,,,,אָשעראָוויטש,,,"{""name_part_0"": ""m."", ""name_part_1"": ""aash`raavvytsh""}"
162,162,baagaat`laa t`aat`r,"[{'var': 'baagaat`laa t`aat`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,טעאַטער,,,,,,,,,,,בּאַגאטעלאַ,,"{""name_part_0"": ""baagaat`laa"", ""name_part_1"": ""t`aat`r""}"
163,163,ayyda baadaan`s,"[{'var': 'ayyda baadaan`s', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,בּאַדאַנעס,איידא,,"{""name_part_0"": ""ayyda"", ""name_part_1"": ""baadaan`s""}"
164,164,maaks (mvny baadyaan) baadyn,"[{'var': 'maaks (mvny baadyaan) baadyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מוני,,,,,,מאַקס,,בּאַדיאָן,בּאַדין,,,"{""name_part_0"": ""maaks"", ""name_part_1"": ""(mvny"", ""name_part_2"": ""baadyaan)"", ""name_part_3"": ""baadyn""}"
165,165,grshm baad`r,"[{'var': 'grshm baad`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,גרשם,,,בּאָדר,גרשם בּאָדר,,"{""name_part_0"": ""grshm"", ""name_part_1"": ""baad`r""}"
166,166,shmhh (ny`dzsh`vvy`tsky) bad`r,"[{'var': 'shmhh (ny`dzsh`vvy`tsky) bad`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ניעדזשעוויעצקי,,,,,,,,,באדער,שמחה,,"{""name_part_0"": ""shmhh"", ""name_part_1"": ""(ny`dzsh`vvy`tsky)"", ""name_part_2"": ""bad`r""}"
167,167,baavv`gl`kh`r yyidysh`r draamaatysh`r t`aat`r,"[{'var': 'baavv`gl`kh`r yyidysh`r draamaatysh`r t`aat`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,דראַמאַטישער,,,,,בּאַוויגלעכער,,,,,,טעאַטער,ייִדישער,"{""name_part_0"": ""baavv`gl`kh`r"", ""name_part_1"": ""yyidysh`r"", ""name_part_2"": ""draamaatysh`r"", ""name_part_3"": ""t`aat`r""}"
168,168,yvsp baavvshaavv`r,"[{'var': 'yvsp baavvshaavv`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יוסף,,,בּאָוושאָווער,,,"{""name_part_0"": ""yvsp"", ""name_part_1"": ""baavvshaavv`r""}"
169,169,nhvm baaz`lynsky,"[{'var': 'nhvm baaz`lynsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,נחום,,,בּאַזעלינסקי,,,"{""name_part_0"": ""nhvm"", ""name_part_1"": ""baaz`lynsky""}"
170,170,aabrhml` baazshyk,"[{'var': 'aabrhml` baazshyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אַברהמלע,,,בּאָזשיק,,,"{""name_part_0"": ""aabrhml`"", ""name_part_1"": ""baazshyk""}"
171,171,maaks baazshyk,"[{'var': 'maaks baazshyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,מאַקס,,,בּאָזשיק,,,"{""name_part_0"": ""maaks"", ""name_part_1"": ""baazshyk""}"
172,172,ryyzl baazshyk,"[{'var': 'ryyzl baazshyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,רייזל,,,בּאָזשיק,,,"{""name_part_0"": ""ryyzl"", ""name_part_1"": ""baazshyk""}"
173,173,y`kb batashaansky,"[{'var': 'y`kb batashaansky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יעקב,,,בּאטאשאַנסקי,,,"{""name_part_0"": ""y`kb"", ""name_part_1"": ""batashaansky""}"
174,174,b`rl baatvvynyk,"[{'var': 'b`rl baatvvynyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,בערל,,,בּאָטוויניק,,,"{""name_part_0"": ""b`rl"", ""name_part_1"": ""baatvvynyk""}"
175,175,rbkh baayaarska,"[{'var': 'rbkh baayaarska', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,רבקה,,,בּאָיאַרסקא,,,"{""name_part_0"": ""rbkh"", ""name_part_1"": ""baayaarska""}"
176,176,rpal baayaarsky-baagaart,"[{'var': 'rpal baayaarsky-baagaart', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,רפאל,,,בּאָיאַרסקי-בּוגארט,,,"{""name_part_0"": ""rpal"", ""name_part_1"": ""baayaarsky-baagaart""}"
177,177,zygmvnd baalk,"[{'var': 'zygmvnd baalk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,זיגמונד,,,,בּאָלק,,"{""name_part_0"": ""zygmvnd"", ""name_part_1"": ""baalk""}"
178,178,bamb`rg`r yydysh` dram. stvdyaa,"[{'var': 'bamb`rg`r yydysh` dram. stvdyaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,דראמ. סטודיאָ,,,,,יידישע,בּאמבערגער,,"{""name_part_0"": ""bamb`rg`r"", ""name_part_1"": ""yydysh`"", ""name_part_2"": ""dram."", ""name_part_3"": ""stvdyaa""}"
179,179,b`n baanvs,"[{'var': 'b`n baanvs', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,בּען בּאָנוס,,"{""name_part_0"": ""b`n"", ""name_part_1"": ""baanvs""}"
180,180,baantsh` (aabrhm raaz`np`ld),"[{'var': 'baantsh` (aabrhm raaz`np`ld)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאָנטשע,,,,,,אַברהם,,,ראָזענפעלד,בּאָנטשע,,"{""name_part_0"": ""baantsh`"", ""name_part_1"": ""(aabrhm"", ""name_part_2"": ""raaz`np`ld)""}"
181,181,yaank`vv baannkaavv,"[{'var': 'yaank`vv baannkaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יאַנקעוו,,,בּאַננקאָוו,,,"{""name_part_0"": ""yaank`vv"", ""name_part_1"": ""baannkaavv""}"
182,182,mysh` baankaavv,"[{'var': 'mysh` baankaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,מישע,,,בּאַנקאָוו,מישע בּאַנקאָוו,,"{""name_part_0"": ""mysh`"", ""name_part_1"": ""baankaavv""}"
183,183,ahrn baastamsky,"[{'var': 'ahrn baastamsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אהרן,,,בּאַסטאמסקי,בּאַטאמסקי,,"{""name_part_0"": ""ahrn"", ""name_part_1"": ""baastamsky""}"
184,184,mysh` basyn,"[{'var': 'mysh` basyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,מישע,,,בּאסין,,,"{""name_part_0"": ""mysh`"", ""name_part_1"": ""basyn""}"
185,185,abrhm baaslaavvsky,"[{'var': 'abrhm baaslaavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אברהם,,,בּאַסלאַווסקי,,,"{""name_part_0"": ""abrhm"", ""name_part_1"": ""baaslaavvsky""}"
186,186,b`n baas`nkaa,"[{'var': 'b`n baas`nkaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,בּען,באַסענקאָ,בּען בּאַסענקאָ,,"{""name_part_0"": ""b`n"", ""name_part_1"": ""baas`nkaa""}"
