id,title,name_parts,var_entries,langs,nisba,alternative-name,patronymic,surname,middle-name,matronymic,honorific,salutation,primary-name,appellation,professional-name,teknonym,acronym,given-name,qualifier
101,p`rnaandaa aal`skaa,"{""primary-name"": ""p`rnaandaa"", ""surname"": ""al`skaa""}","[{'var': 'p`rnaandaa aal`skaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אלעסקאָ,,,,,פערנאַנדאָ,,,,,,
102,ahrn aal`ksaandraavv,"{""given-name"": ""ahrn"", ""surname"": ""aal`ksaandrvvl""}","[{'var': 'ahrn aal`ksaandraavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אָלעקסאַנדרוול,,,,,,,,,,אהרן,
103,h. (vvylyaam myl`r) aal`ksaandraavv,"{""given-name"": ""vvylyaam"", ""alternative-name"": ""myl`r"", ""surname"": ""aal`ksaandraavv"", ""salutation"": ""h.""}","[{'var': 'h. (vvylyaam myl`r) aal`ksaandraavv', 'src': 'ds', 'lang': 'en'}]",['en'],,מילער,,אָלעקסאַנדראָוו,,,,ח.,,,,,,וויליאַם,
104,aysaak aalp`raavvytsh,"{""given-name"": ""aysaak"", ""surname"": ""aalp`raavvytsh""}","[{'var': 'aysaak aalp`raavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַלפּעראָוויטש,,,,,,,,,,איסאַק,
105,y. (yhvsh` `lkyn) aalkaan,"{""given-name"": ""yhvsh`"", ""alternative-name"": ""`lkyn"", ""acronym"": ""y.""}","[{'var': 'y. (yhvsh` `lkyn) aalkaan', 'src': 'ds', 'lang': 'en'}]",['en'],,עלקין,,,,,,,,,,,י.,יהושע,
106,yhvsh` aalkaan,"{""given-name"": ""yhvsh`"", ""surname"": ""aalkaan""}","[{'var': 'yhvsh` aalkaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַלקאַן,,,,,,,,,,יהושע,
107,avm` (prvm`) aalk`nytsky,"{""given-name"": ""avm`"", ""alternative-name"": ""prvm`"", ""surname"": ""aalk`nhytsky""}","[{'var': 'avm` (prvm`) aalk`nytsky', 'src': 'ds', 'lang': 'en'}]",['en'],,פרומע,,אָלקענהיצקי,,,,,,,,,,אומע,
108,aal`ksaand`r (yhvsh`) aalshaan`tsky,"{""given-name"": ""aal`ksaand`r"", ""alternative-name"": ""yhvsh`"", ""surname"": ""aalshaan`tsky""}","[{'var': 'aal`ksaand`r (yhvsh`) aalshaan`tsky', 'src': 'ds', 'lang': 'en'}]",['en'],,יהושע,,אָלשאַנעצקי,,,,,,,,,,אַלעקסאַנדער,
109,p`t`r (psh gaaldb`rg) aamaatyn,"{""primary-name"": ""gaaldb`rg"", ""given-name"": ""psh"", ""alternative-name"": ""p`t`r"", ""surname"": ""aamaatyn""}","[{'var': 'p`t`r (psh gaaldb`rg) aamaatyn', 'src': 'ds', 'lang': 'en'}]",['en'],,פּעטער,,אַמאַטין,,,,,גאָלדבּערג,,,,,פּסח,
110,aal`ks (aal`ksaand`r) aamaasyaa,"{""given-name"": ""aal`ks"", ""alternative-name"": ""aal`ksaand`r"", ""surname"": ""aamaasyaa""}","[{'var': 'aal`ks (aal`ksaand`r) aamaasyaa', 'src': 'ds', 'lang': 'en'}]",['en'],,אַלעקסאַנדער,,אַמאַסיאַ,,,,,,,,,,אַלעקס,
111,h`rsh aamaasyaa,"{""primary-name"": ""h`rsh aamaasyaa""}","[{'var': 'h`rsh aamaasyaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,הערש אַמאַסיאַ,,,,,,
112,gaald` (g`nyaa shnyyd`r) aamz`l,"{""given-name"": ""gaald`"", ""alternative-name"": ""g`nyaa"", ""surname"": ""shnyyd`r"", ""patronymic"": ""aamz`l""}","[{'var': 'gaald` (g`nyaa shnyyd`r) aamz`l', 'src': 'ds', 'lang': 'en'}]",['en'],,געניאַ,אַמזעל,שניידער,,,,,,,,,,גאָלדע,
113,any`la (hnh kampaan`y`ts-paalyaakaavv),"{""given-name"": ""hnh"", ""alternative-name"": ""any`la"", ""surname"": ""kampaan`y`ts-paalyaakaavv""}","[{'var': 'any`la (hnh kampaan`y`ts-paalyaakaavv)', 'src': 'ds', 'lang': 'en'}]",['en'],,אניעלא,,קאמפּאַנעיעץ-פּאָליאַקאָוו,,,,,,,,,,חנה,
114,z. y. (zlmn ytshk aaraansaan) ankhy,"{""given-name"": ""zlmn"", ""middle-name"": ""ytshk"", ""surname"": ""aaraansaan"", ""acronym"": ""z. y."", ""appellation"": ""ankhy""}","[{'var': 'z. y. (zlmn ytshk aaraansaan) ankhy', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַראָנסאָן,יצחק,,,,,אנכי,,,ז. י.,זלמן,
115,sh. (shlmh-zaanvvl raapaapaart) aan-sky,"{""primary-name"": ""aan-sky"", ""given-name"": ""shlmh"", ""alternative-name"": ""zaanvvl"", ""surname"": ""raapaap`rt"", ""acronym"": ""sh.""}","[{'var': 'sh. (shlmh-zaanvvl raapaapaart) aan-sky', 'src': 'ds', 'lang': 'en'}]",['en'],,זאַנוול,,ראַפּאָפּערט,,,,,אַנ-סקי,,,,ש.,שלמה,
116,brvkh aas,"{""given-name"": ""brvkh"", ""surname"": ""aas""}","[{'var': 'brvkh aas', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַס,,,,,,,,,,ברוך,
117,hyym aastraavvsky,"{""given-name"": ""hyym"", ""surname"": ""aastraavvsky""}","[{'var': 'hyym aastraavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אָסטראָווסקי,,,,,,,,,,חיים,
118,kh. aastraavvsky,"{""given-name"": ""kh."", ""surname"": ""astraavvsky""}","[{'var': 'kh. aastraavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אסטראָווסקי,,,,,,,,,,כ.,
119,s`m (shmval) aastraavvsky,"{""primary-name"": ""aastraavvsky"", ""given-name"": ""shmval"", ""alternative-name"": ""s`m""}","[{'var': 's`m (shmval) aastraavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],,סעם,,,,,,,אָסטראָווסקי,,,,,שמואל,
120,aaskaar (yhvsh` aastrytsky) aastraap,"{""given-name"": ""yhvsh`"", ""alternative-name"": ""aaskaar"", ""surname"": ""aastrop"", ""patronymic"": ""aastrytsky""}","[{'var': 'aaskaar (yhvsh` aastrytsky) aastraap', 'src': 'ds', 'lang': 'en'}]",['en'],,אָסקאַר,אָסטריצקי,אַסטרֹף,,,,,,,,,,יהושע,
121,h`rsh`l` aastraapaal`r,"{""given-name"": ""h`rsh`l`"", ""nisba"": ""aastraapaal`r""}","[{'var': 'h`rsh`l` aastraapaal`r', 'src': 'ds', 'lang': 'en'}]",['en'],אָסטראָפּאָלער,,,,,,,,,,,,,הערשעלע,
122,yvlyvs (ayyz`nb`t) aaskaar,"{""primary-name"": ""yvlyvs"", ""alternative-name"": ""ayyz`nb`t"", ""surname"": ""aaskaar""}","[{'var': 'yvlyvs (ayyz`nb`t) aaskaar', 'src': 'ds', 'lang': 'en'}]",['en'],,אייזענבעט,,אָסקאַר,,,,,יוליוס,,,,,,
123,yvsp (yvsp aapaataavvsky) aapataashv,"{""given-name"": ""yvsp"", ""alternative-name"": ""yvsp"", ""surname"": ""aapaataavvsky"", ""nisba"": ""aapataashv""}","[{'var': 'yvsp (yvsp aapaataavvsky) aapataashv', 'src': 'ds', 'lang': 'en'}]",['en'],אָפּאטאַשו,יוסף,,אָפּאַטאָווסקי,,,,,,,,,,יוסף,
124,dvd aapaath`k`r,"{""given-name"": ""dvd"", ""surname"": ""aapaath`k`r""}","[{'var': 'dvd aapaath`k`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַפּאָטהעקער,,,,,,,,,,דוד,
125,saapya (shrh pryynd) aaptyyk`r,"{""given-name"": ""shrh"", ""alternative-name"": ""saapya"", ""surname"": ""aaptyyk`r""}","[{'var': 'saapya (shrh pryynd) aaptyyk`r', 'src': 'ds', 'lang': 'en'}]",['en'],,סאָפיא,,אַפּטייקער,,,,,,,,,,שרה,
126,ayzydaar (yaapkaa) aap`l,"{""primary-name"": ""aap`l"", ""given-name"": ""ayzydaar"", ""alternative-name"": ""yapkaa""}","[{'var': 'ayzydaar (yaapkaa) aap`l', 'src': 'ds', 'lang': 'en'}]",['en'],,יאפּקאָ,,,,,,,אַפעל,,,,,איזידאָר,
127,aannaa (b`rkaavvytsh) aap`l,"{""given-name"": ""aannaa"", ""alternative-name"": ""b`rkaavvytsh"", ""surname"": ""aap`l""}","[{'var': 'aannaa (b`rkaavvytsh) aap`l', 'src': 'ds', 'lang': 'en'}]",['en'],,בּערקאָוויטש,,אָפּעל,,,,,,,,,,אַננאַ,
128,maarys (aap`lavyg) aap`l,"{""given-name"": ""maarys"", ""alternative-name"": ""aap`lavyg"", ""surname"": ""aap`l""}","[{'var': 'maarys (aap`lavyg) aap`l', 'src': 'ds', 'lang': 'en'}]",['en'],,אַפּעלאויג,,אַפּעל,,,,,,,,,,מאָריס,
129,myshaa aap`lbvym,"{""given-name"": ""myshaa"", ""surname"": ""aap`lbvym""}","[{'var': 'myshaa aap`lbvym', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַפּעלבּוים,,,,,,,,,,מישאַ,
130,(shyyn` rhl vvyynshtyyn),"{""given-name"": ""rhl"", ""alternative-name"": ""shyyn`"", ""surname"": ""vvyynshtyyn""}","[{'var': '(shyyn` rhl vvyynshtyyn)', 'src': 'ds', 'lang': 'en'}]",['en'],,שיינע,,וויינשטיין,,,,,,,,,,רחל,
131,p`lynaa (p`rl) aapp`rmaan,"{""given-name"": ""p`lynaa"", ""alternative-name"": ""p`rl"", ""surname"": ""aapp`rmaan""}","[{'var': 'p`lynaa (p`rl) aapp`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,פּערל,,אָפפערמאַן,,,,,,,,,,פעלינאַ,
132,nykaalyy aprt,"{""primary-name"": ""nykolyy"", ""surname"": ""aprt""}","[{'var': 'nykaalyy aprt', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אפרת,,,,,ניקòlיי,,,,,,
133,abrhm (abrhm ytshk) aaks`lrad,"{""primary-name"": ""abrhm"", ""given-name"": ""abrhm"", ""alternative-name"": ""abrhm ytshk"", ""surname"": ""aaakslrad""}","[{'var': 'abrhm (abrhm ytshk) aaks`lrad', 'src': 'ds', 'lang': 'en'}]",['en'],,אברהם יצחק,,אאַקסלראד,,,,,אברהם,,,,,אברהם,
134,aan`taa (pr`n`r) aaks`lrad,"{""given-name"": ""aan`taa"", ""alternative-name"": ""pr`n`r"", ""surname"": ""aaks`lrad""}","[{'var': 'aan`taa (pr`n`r) aaks`lrad', 'src': 'ds', 'lang': 'en'}]",['en'],,פּרענער,,אַקסעלראד,,,,,,,,,,אַנעטאַ,
135,maarys (m`yr) aaks`lrad,"{""given-name"": ""maarys"", ""alternative-name"": ""m`yr"", ""surname"": ""aaks`lrad""}","[{'var': 'maarys (m`yr) aaks`lrad', 'src': 'ds', 'lang': 'en'}]",['en'],,מעיר,,אַקסעלראד,,,,,,,,,,מאָריס,
136,mynaa (blyykhmaan) aaks`lrad,"{""given-name"": ""mynaa"", ""alternative-name"": ""blyykhmaan"", ""surname"": ""aaks`lrad""}","[{'var': 'mynaa (blyykhmaan) aaks`lrad', 'src': 'ds', 'lang': 'en'}]",['en'],,בלייכמאַן,,אַקסעלראד,,,,,,,,,,מינאַ,
137,raaza aaks`lrad,"{""given-name"": ""raaza"", ""surname"": ""aaks`lrad""}","[{'var': 'raaza aaks`lrad', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַקסעלראד,,,,,,,,,,ראָזא,
138,rhl (kaahvt) aaks`lrad,"{""given-name"": ""rhl"", ""alternative-name"": ""kaahvt"", ""surname"": ""aaks`lrad""}","[{'var': 'rhl (kaahvt) aaks`lrad', 'src': 'ds', 'lang': 'en'}]",['en'],,קאָהוט,,אַקסעלראד,,,,,,,,,,רחל,
139,yshral aaks`np`ld,"{""given-name"": ""yshral"", ""surname"": ""aaks`np`ld""}","[{'var': 'yshral aaks`np`ld', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַקסענפעלד,,,,,,,,,,ישראל,
140,h`rmaan aaraanaavvytsh,"{""primary-name"": ""h`rmaan"", ""surname"": ""aaraanaavvytsh""}","[{'var': 'h`rmaan aaraanaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַראָנאָוויטש,,,,,הערמאַן,,,,,,
141,yvd`s aaraantshyk,"{""primary-name"": ""yvd`s aaraantshyk"", ""given-name"": ""yvd`s"", ""surname"": ""aaraantshyk""}","[{'var': 'yvd`s aaraantshyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַראָנטשיק,,,,,יודעס אַראָנטשיק,,,,,יודעס,
142,brvkh aaraansaan,"{""given-name"": ""brvkh"", ""surname"": ""aaraansaan""}","[{'var': 'brvkh aaraansaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַראָנסאָן,,,,,,,,,,ברוך,
143,pyyvvl aaraan`s,"{""primary-name"": ""pyyvvl aaraan`s"", ""given-name"": ""pyyvvl"", ""surname"": ""aaraan`s""}","[{'var': 'pyyvvl aaraan`s', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַראָנעס,,,,,פייוול אַראָנעס,,,,,פייוול,
144,astr (sny`gaavv) aarzsh`vvskaayaa,"{""primary-name"": ""astr"", ""alternative-name"": ""sny`gaavv"", ""surname"": ""aarzsh`vvskaayaa""}","[{'var': 'astr (sny`gaavv) aarzsh`vvskaayaa', 'src': 'ds', 'lang': 'en'}]",['en'],,סניעגאָוו,,אָרזשעווסקאַיאַ,,,,,אסתר,,,,,,
145,shm`vn aarlyvk,"{""given-name"": ""shm`vn"", ""surname"": ""aarlyvk""}","[{'var': 'shm`vn aarlyvk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אָרליוק,,,,,,,,,,שמעון,
146,aarnaald (a. gynzbvrg),"{""given-name"": ""aarnaald"", ""alternative-name"": ""a. gynzbvrg""}","[{'var': 'aarnaald (a. gynzbvrg)', 'src': 'ds', 'lang': 'en'}]",['en'],,א. גינזבּורג,,,,,,,,,,,,אַרנאָלד,
147,mrym (maany` maargvlys) aarnaan,"{""given-name"": ""mrym"", ""alternative-name"": ""maany`"", ""surname"": ""aarnaan""}","[{'var': 'mrym (maany` maargvlys) aarnaan', 'src': 'ds', 'lang': 'en'}]",['en'],,מאַניע,,אַרנאָן,,,,,,,,,,מרים,
148,raaz` arnshtyyn,"{""given-name"": ""raaz`"", ""surname"": ""arnshtyyn""}","[{'var': 'raaz` arnshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ארנשטיין,,,,,,,,,,ראָזע,
149,(aar`n) yvsp aar`nshtyyn,"{""given-name"": ""yvsp"", ""alternative-name"": ""aar`n"", ""surname"": ""aar`nshtyyn""}","[{'var': '(aar`n) yvsp aar`nshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,אָרען,,אָרענשטיין,,,,,,,,,,יוסף,
150,aysaak aarkaa,"{""primary-name"": ""aysaak aarkaa"", ""given-name"": ""aysaak"", ""surname"": ""aarkaa""}","[{'var': 'aysaak aarkaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַרקאָ,,,,,איסאַק אַרקאָ,,,,,איסאַק,
151,ytshk arka,"{""given-name"": ""ytshk"", ""surname"": ""arka""}","[{'var': 'ytshk arka', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ארקא,,,,,,,,,,יצחק,
152,maany` (pyshzaan) aarkaa,"{""given-name"": ""maany`"", ""alternative-name"": ""pyshzaan"", ""surname"": ""aarkaa""}","[{'var': 'maany` (pyshzaan) aarkaa', 'src': 'ds', 'lang': 'en'}]",['en'],,פישזאָן,,אַרקאָ,,,,,,,,,,מאַניע,
153,prytsy aarkaa,"{""primary-name"": ""prytsy aarkaa"", ""given-name"": ""prytsy"", ""surname"": ""aarkaa""}","[{'var': 'prytsy aarkaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַרקאָ,,,,,פריצי אַרקאָ,,,,,פריצי,
154,abram aash,"{""primary-name"": ""abram aash"", ""given-name"": ""abram"", ""surname"": ""aash""}","[{'var': 'abram aash', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַש,,,,,אבראם אַש,,,,,אבראם,
155,hyhl` aash,"{""given-name"": ""hyhl`"", ""surname"": ""aash""}","[{'var': 'hyhl` aash', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַש,,,,,,,,,,חיהלע,
156,shlvm aash,"{""given-name"": ""shlvm"", ""surname"": ""ash""}","[{'var': 'shlvm aash', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אש,,,,,,,,,,שלום,
157,(p`sy` lyb`rshtyyn),"{""primary-name"": ""lyb`rshtyyn"", ""given-name"": ""p`sy`""}","[{'var': '(p`sy` lyb`rshtyyn)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,ליבּערשטיין,,,,,פּעסיע,
158,ayzydaar (ayyzyk) ashkhnzy,"{""primary-name"": ""ayzydaar"", ""alternative-name"": ""ayyzyk"", ""surname"": ""ashkhnzy""}","[{'var': 'ayzydaar (ayyzyk) ashkhnzy', 'src': 'ds', 'lang': 'en'}]",['en'],,אייזיק,,אשכנזי,,,,,איזידאָר,,,,,,
159,myr` ashkhnzy,"{""primary-name"": ""myr` ashkhnzy"", ""given-name"": ""myr`"", ""surname"": ""ashkhnzy""}","[{'var': 'myr` ashkhnzy', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אשכנזי,,,,,מירע אשכנזי,,,,,מירע,
160,tsyl` (p`p`r) ashkhnzy,"{""given-name"": ""tsyl`"", ""alternative-name"": ""p`p`r"", ""surname"": ""ashkhnzy""}","[{'var': 'tsyl` (p`p`r) ashkhnzy', 'src': 'ds', 'lang': 'en'}]",['en'],,פעפער,,אשכנזי,,,,,,,,,,צילע,
161,m. aash`raavvytsh,"{""surname"": ""aash`raavvytsh"", ""acronym"": ""m.""}","[{'var': 'm. aash`raavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אָשעראָוויטש,,,,,,,,,מ.,,
162,baagaat`laa t`aat`r,"{""primary-name"": ""baagat`laa"", ""qualifier"": ""t`aat`r""}","[{'var': 'baagaat`laa t`aat`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,בּאַגאטעלאַ,,,,,,טעאַטער
163,ayyda baadaan`s,"{""primary-name"": ""ayyda"", ""surname"": ""baadaan`s""}","[{'var': 'ayyda baadaan`s', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאַדאַנעס,,,,,איידא,,,,,,
164,maaks (mvny baadyaan) baadyn,"{""given-name"": ""maaks"", ""alternative-name"": ""mvny"", ""surname"": ""baadyn"", ""patronymic"": ""baadyaan""}","[{'var': 'maaks (mvny baadyaan) baadyn', 'src': 'ds', 'lang': 'en'}]",['en'],,מוני,בּאַדיאָן,בּאַדין,,,,,,,,,,מאַקס,
165,grshm baad`r,"{""primary-name"": ""grshm baadr"", ""given-name"": ""grshm"", ""surname"": ""baadr""}","[{'var': 'grshm baad`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאָדר,,,,,גרשם בּאָדר,,,,,גרשם,
166,shmhh (ny`dzsh`vvy`tsky) bad`r,"{""primary-name"": ""shmhh"", ""alternative-name"": ""ny`dzsh`vvy`tsky"", ""surname"": ""bad`r""}","[{'var': 'shmhh (ny`dzsh`vvy`tsky) bad`r', 'src': 'ds', 'lang': 'en'}]",['en'],,ניעדזשעוויעצקי,,באדער,,,,,שמחה,,,,,,
167,baavv`gl`kh`r yyidysh`r draamaatysh`r t`aat`r,"{""primary-name"": ""t`aat`r"", ""professional-name"": ""baavvygl`kh`r"", ""nisba"": ""yyidysh`r"", ""qualifier"": ""draamaatysh`r""}","[{'var': 'baavv`gl`kh`r yyidysh`r draamaatysh`r t`aat`r', 'src': 'ds', 'lang': 'en'}]",['en'],ייִדישער,,,,,,,,טעאַטער,,בּאַוויגלעכער,,,,דראַמאַטישער
168,yvsp baavvshaavv`r,"{""given-name"": ""yvsp"", ""surname"": ""baavvshaavv`r""}","[{'var': 'yvsp baavvshaavv`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאָוושאָווער,,,,,,,,,,יוסף,
169,nhvm baaz`lynsky,"{""given-name"": ""nhvm"", ""surname"": ""baaz`lynsky""}","[{'var': 'nhvm baaz`lynsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאַזעלינסקי,,,,,,,,,,נחום,
170,aabrhml` baazshyk,"{""given-name"": ""aabrhml`"", ""surname"": ""baazshyk""}","[{'var': 'aabrhml` baazshyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאָזשיק,,,,,,,,,,אַברהמלע,
171,maaks baazshyk,"{""given-name"": ""maaks"", ""surname"": ""baazshyk""}","[{'var': 'maaks baazshyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאָזשיק,,,,,,,,,,מאַקס,
172,ryyzl baazshyk,"{""given-name"": ""ryyzl"", ""surname"": ""baazshyk""}","[{'var': 'ryyzl baazshyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאָזשיק,,,,,,,,,,רייזל,
173,y`kb batashaansky,"{""given-name"": ""y`kb"", ""surname"": ""batashaansky""}","[{'var': 'y`kb batashaansky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאטאשאַנסקי,,,,,,,,,,יעקב,
174,b`rl baatvvynyk,"{""given-name"": ""b`rl"", ""surname"": ""baatvvynyk""}","[{'var': 'b`rl baatvvynyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאָטוויניק,,,,,,,,,,בערל,
175,rbkh baayaarska,"{""given-name"": ""rbkh"", ""surname"": ""baayaarska""}","[{'var': 'rbkh baayaarska', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאָיאַרסקא,,,,,,,,,,רבקה,
176,rpal baayaarsky-baagaart,"{""given-name"": ""rpal"", ""surname"": ""baayaarsky-bvgart""}","[{'var': 'rpal baayaarsky-baagaart', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאָיאַרסקי-בּוגארט,,,,,,,,,,רפאל,
177,zygmvnd baalk,"{""primary-name"": ""baalk"", ""given-name"": ""zygmvnd""}","[{'var': 'zygmvnd baalk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,בּאָלק,,,,,זיגמונד,
178,bamb`rg`r yydysh` dram. stvdyaa,"{""primary-name"": ""bamb`rg`r"", ""surname"": ""yydysh`"", ""professional-name"": ""dram. stvdyaa""}","[{'var': 'bamb`rg`r yydysh` dram. stvdyaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,יידישע,,,,,בּאמבערגער,,דראמ. סטודיאָ,,,,
179,b`n baanvs,"{""primary-name"": ""b`n baanvs""}","[{'var': 'b`n baanvs', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,בּען בּאָנוס,,,,,,
180,baantsh` (aabrhm raaz`np`ld),"{""primary-name"": ""baantsh`"", ""given-name"": ""aabrhm"", ""alternative-name"": ""baantsh`"", ""surname"": ""raaz`np`ld""}","[{'var': 'baantsh` (aabrhm raaz`np`ld)', 'src': 'ds', 'lang': 'en'}]",['en'],,בּאָנטשע,,ראָזענפעלד,,,,,בּאָנטשע,,,,,אַברהם,
181,yaank`vv baannkaavv,"{""given-name"": ""yaank`vv"", ""surname"": ""baannkaavv""}","[{'var': 'yaank`vv baannkaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאַננקאָוו,,,,,,,,,,יאַנקעוו,
182,mysh` baankaavv,"{""primary-name"": ""mysh` baankaavv"", ""given-name"": ""mysh`"", ""surname"": ""baankaavv""}","[{'var': 'mysh` baankaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאַנקאָוו,,,,,מישע בּאַנקאָוו,,,,,מישע,
183,ahrn baastamsky,"{""primary-name"": ""baatamsky"", ""given-name"": ""ahrn"", ""surname"": ""baastamsky""}","[{'var': 'ahrn baastamsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאַסטאמסקי,,,,,בּאַטאמסקי,,,,,אהרן,
184,mysh` basyn,"{""given-name"": ""mysh`"", ""surname"": ""basyn""}","[{'var': 'mysh` basyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאסין,,,,,,,,,,מישע,
185,abrhm baaslaavvsky,"{""given-name"": ""abrhm"", ""surname"": ""baaslaavvsky""}","[{'var': 'abrhm baaslaavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאַסלאַווסקי,,,,,,,,,,אברהם,
186,b`n baas`nkaa,"{""primary-name"": ""b`n baas`nkaa"", ""surname"": ""baas`nkaa"", ""patronymic"": ""b`n""}","[{'var': 'b`n baas`nkaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,בּען,באַסענקאָ,,,,,בּען בּאַסענקאָ,,,,,,
187,yaank`vv baakaavv,"{""primary-name"": ""yaank`vv"", ""surname"": ""baakaavv""}","[{'var': 'yaank`vv baakaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאַקאָוו,,,,,יאַנקעוו,,,,,,
188,p`ly baakmaan,"{""given-name"": ""p`ly"", ""surname"": ""baakmaan""}","[{'var': 'p`ly baakmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאָקמאַן,,,,,,,,,,פעלי,
189,lvays (lyyb) baakshytsky,"{""given-name"": ""lvays"", ""alternative-name"": ""lyyb"", ""surname"": ""baakshytsky""}","[{'var': 'lvays (lyyb) baakshytsky', 'src': 'ds', 'lang': 'en'}]",['en'],,לייבּ,,בּאָקשיצקי,,,,,,,,,,לואיס,
190,b`rl (baardaakyn) baaraadkyn,"{""given-name"": ""b`rl"", ""alternative-name"": ""baardakyn"", ""surname"": ""baaraadkyn""}","[{'var': 'b`rl (baardaakyn) baaraadkyn', 'src': 'ds', 'lang': 'en'}]",['en'],,בּאַרדאקין,,בּאַראָדקין,,,,,,,,,,בּערל,
191,saanyaa baaraadkyn,"{""given-name"": ""saanyaa"", ""surname"": ""baaraadkyn""}","[{'var': 'saanyaa baaraadkyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאַראָדקין,,,,,,,,,,סאָניאַ,
192,bn-tsby (paavv`l br`n`r) baaraataavv,"{""given-name"": ""paavv`l"", ""alternative-name"": ""br`n`r"", ""surname"": ""baaraataavv"", ""patronymic"": ""bn-tsby""}","[{'var': 'bn-tsby (paavv`l br`n`r) baaraataavv', 'src': 'ds', 'lang': 'en'}]",['en'],,ברענער,בן-צבי,בּאַראָטאָוו,,,,,,,,,,פּאַוועל,
193,yvsp baaraand`s,"{""given-name"": ""yvsp"", ""surname"": ""baaraand`s""}","[{'var': 'yvsp baaraand`s', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאַראָנדעס,,,,,,,,,,יוסף,
194,dvd baaraats,"{""given-name"": ""dvd"", ""surname"": ""baaraats""}","[{'var': 'dvd baaraats', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאַראַץ,,,,,,,,,,דוד,
195,sh. (shmval b`rb`r) baarb`r,"{""given-name"": ""shmval"", ""alternative-name"": ""b`rb`r"", ""surname"": ""baarb`r"", ""acronym"": ""sh.""}","[{'var': 'sh. (shmval b`rb`r) baarb`r', 'src': 'ds', 'lang': 'en'}]",['en'],,בערבּער,,בּאַרבּער,,,,,,,,,ש.,שמואל,
