id,title,name_parts,var_entries,langs,nisba,alternative-name,patronymic,surname,middle-name,matronymic,honorific,salutation,primary-name,appellation,professional-name,teknonym,acronym,given-name,qualifier
2046,shm`vn-b`r kraatkaa,"{""primary-name"": ""shm`vn-b`r"", ""surname"": ""kratkaa""}","[{'var': 'shm`vn-b`r kraatkaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,קראטקאָ,,,,,שמעון-בער,,,,,,
2047,`lkaa kraatshaak,"{""primary-name"": ""`lkaa kraatshaak"", ""given-name"": ""`lkaa"", ""surname"": ""kraatshaak""}","[{'var': '`lkaa kraatshaak', 'src': 'ds', 'lang': 'en'}]",['en'],,,,קראַטשאַק,,,,,עלקאַ קראַטשאַק,,,,,עלקאַ,
2048,pylyp (ytshk raambraa) kraants,"{""primary-name"": ""pylyp"", ""given-name"": ""ytshk"", ""alternative-name"": ""pylyp"", ""surname"": ""kraants"", ""patronymic"": ""raambraa""}","[{'var': 'pylyp (ytshk raambraa) kraants', 'src': 'ds', 'lang': 'en'}]",['en'],,פיליפּ,ראָמבּראָ,קראַנץ,,,,,פיליפּ,,,,,יצחק,
2049,shrh kraantsp`ld,"{""given-name"": ""shrh"", ""surname"": ""kraantsp`ld""}","[{'var': 'shrh kraantsp`ld', 'src': 'ds', 'lang': 'en'}]",['en'],,,,קראַנצפעלד,,,,,,,,,,שרה,
2050,]?[ kraastaash`vvsky,"{""primary-name"": ""kraastaash`vvsky"", ""surname"": ""kraastaash`vvsky""}","[{'var': ']?[ kraastaash`vvsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,קראַסטאָשעווסקי,,,,,קראַסטאָשעווסקי,,,,,,
2051,]?[ krvg,"{""primary-name"": ""]?[ krvg""}","[{'var': ']?[ krvg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,]?[ קרוג,,,,,,
2052,shlmh krvyz`,"{""given-name"": ""shlmh"", ""surname"": ""krvyz`""}","[{'var': 'shlmh krvyz`', 'src': 'ds', 'lang': 'en'}]",['en'],,,,קרויזע,,,,,,,,,,שלמה,
2053,lah (lvyplaand) krvyz`-myl`r,"{""primary-name"": ""krvyz`-myl`r"", ""given-name"": ""lah"", ""alternative-name"": ""lvyplaand"", ""surname"": ""krvyz`-myl`r""}","[{'var': 'lah (lvyplaand) krvyz`-myl`r', 'src': 'ds', 'lang': 'en'}]",['en'],,לויפלאַנד,,קרויזע-מילער,,,,,קרויזע-מילער,,,,,לאה,
2054,(krvynshtat) krvyn,"{""primary-name"": ""(krvynshtat) krvyn"", ""surname"": ""krvyn"", ""nisba"": ""krvynshtat""}","[{'var': '(krvynshtat) krvyn', 'src': 'ds', 'lang': 'en'}]",['en'],קרוינשטאט,,,קרוין,,,,,(קרוינשטאט) קרוין,,,,,,
2055,krvl`vvskaa t`aat`r,"{""primary-name"": ""krvl`vvskaa t`aat`r""}","[{'var': 'krvl`vvskaa t`aat`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,קרולעווסקאַ טעאַטער,,,,,,
2056,b`rtaa kryytsn`rg,"{""primary-name"": ""b`rtaa kryytsn`rg"", ""surname"": ""kryytsn`rg""}","[{'var': 'b`rtaa kryytsn`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,קרייצנערג,,,,,בערטאַ קרייצנערג,,,,,,
2057,yaashaa (saaksaansky) kryytsn`rg,"{""primary-name"": ""kryytsn`rg"", ""given-name"": ""yaashaa"", ""alternative-name"": ""saaksaansky"", ""surname"": ""kryytsn`rg""}","[{'var': 'yaashaa (saaksaansky) kryytsn`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,סאַקסאַנסקי,,קרייצנערג,,,,,קרייצנערג,,,,,יאַשאַ,
2058,rvdaalp krystyaan,"{""given-name"": ""rvdaalp"", ""middle-name"": ""krystyaan""}","[{'var': 'rvdaalp krystyaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,קריסטיאַן,,,,,,,,,רודאָלף,
2059,l`aan kryshtaal,"{""primary-name"": ""kryshtaal"", ""given-name"": ""l`aan""}","[{'var': 'l`aan kryshtaal', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,קרישטאַל,,,,,לעאָן,
2060,ytshk kr`lmaan,"{""given-name"": ""ytshk"", ""surname"": ""kr`lmaan""}","[{'var': 'ytshk kr`lmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,קרעלמאַן,,,,,,,,,,יצחק,
2061,ayzaa kr`m`r,"{""given-name"": ""ayzaa"", ""surname"": ""kr`m`r""}","[{'var': 'ayzaa kr`m`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,קרעמער,,,,,,,,,,איזאַ,
2062,aysaak kr`m`r,"{""given-name"": ""aysaak"", ""surname"": ""kr`m`r""}","[{'var': 'aysaak kr`m`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,קרעמער,,,,,,,,,,איסאַק,
2063,btslal kr`m`r,"{""primary-name"": ""btslal kr`m`r"", ""given-name"": ""btslal"", ""surname"": ""kr`m`r""}","[{'var': 'btslal kr`m`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,קרעמער,,,,,בצלאל קרעמער,,,,,בצלאל,
2064,yvsp kr`m`r,"{""given-name"": ""yvsp"", ""surname"": ""kr`m`r""}","[{'var': 'yvsp kr`m`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,קרעמער,,,,,,,,,,יוסף,
2065,lvays kr`m`r,"{""given-name"": ""lvays"", ""surname"": ""kr`m`r""}","[{'var': 'lvays kr`m`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,קרעמער,,,,,,,,,,לואיס,
2066,mrym kr`syn,"{""given-name"": ""mrym"", ""surname"": ""kr`syn""}","[{'var': 'mrym kr`syn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,קרעסין,,,,,,,,,,מרים,
2067,y`kb kr`plyaak,"{""given-name"": ""y`kb"", ""surname"": ""kr`plyaak""}","[{'var': 'y`kb kr`plyaak', 'src': 'ds', 'lang': 'en'}]",['en'],,,,קרעפּליאַק,,,,,,,,,,יעקב,
2068,maaks kr`shavv`r,"{""primary-name"": ""maaks kr`shavv`r"", ""given-name"": ""maaks"", ""surname"": ""kr`shavv`r""}","[{'var': 'maaks kr`shavv`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,קרעשאווער,,,,,מאַקס קרעשאווער,,,,,מאַקס,
2069,a. (ayyzyk) raabaay,"{""given-name"": ""ayyzyk"", ""surname"": ""raabaay"", ""acronym"": ""a.""}","[{'var': 'a. (ayyzyk) raabaay', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראַבאָי,,,,,,,,,א.,אייזיק,
2070,mnhm-m`ndl rabyn,"{""primary-name"": ""mnhm-m`ndl"", ""surname"": ""rabyn""}","[{'var': 'mnhm-m`ndl rabyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראבין,,,,,מנהם-מענדל,,,,,,
2071,abrhm raabynaavvytsh,"{""given-name"": ""abrhm"", ""surname"": ""raabynaavvytsh""}","[{'var': 'abrhm raabynaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראַבינאָוויטש,,,,,,,,,,אברהם,
2072,h`rmaan (yaankl-h`rsh) raabynaavvytsh,"{""primary-name"": ""h`rmaan"", ""given-name"": ""yaankl-h`rsh"", ""surname"": ""raabynaavvytsh""}","[{'var': 'h`rmaan (yaankl-h`rsh) raabynaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראַבינאָוויטש,,,,,הערמאַן,,,,,יאַנקל-הערש,
2073,yshral raabynaavvytsh,"{""given-name"": ""yshral"", ""surname"": ""raabynaavvytsh""}","[{'var': 'yshral raabynaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראַבינאָוויטש,,,,,,,,,,ישראל,
2074,lyvba raabynaavvytsh,"{""given-name"": ""lyvba"", ""surname"": ""raabynaavvytsh""}","[{'var': 'lyvba raabynaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראַבינאָוויטש,,,,,,,,,,ליובא,
2075,l`aan (lyybl) raabynaavvytsh,"{""primary-name"": ""raabynaavvytsh"", ""given-name"": ""l`aan"", ""alternative-name"": ""lyybl"", ""surname"": ""raabynaavvytsh""}","[{'var': 'l`aan (lyybl) raabynaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,לייבל,,ראַבינאָוויטש,,,,,ראַבינאָוויטש,,,,,לעאָן,
2076,raazaa (taaraarvtskaayaa) raabynaavvytsh,"{""given-name"": ""raazaa"", ""alternative-name"": ""taararvtskaayaa"", ""surname"": ""raabynaavvytsh""}","[{'var': 'raazaa (taaraarvtskaayaa) raabynaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,טאַרארוצקאַיאַ,,ראַבינאָוויטש,,,,,,,,,,ראָזאַ,
2077,l`h (l`aa) raabyns,"{""given-name"": ""l`h"", ""alternative-name"": ""l`aa"", ""surname"": ""raabyns""}","[{'var': 'l`h (l`aa) raabyns', 'src': 'ds', 'lang': 'en'}]",['en'],,לעאַ,,ראָבינס,,,,,,,,,,לעה,
2078,astr raabyn`r,"{""given-name"": ""astr"", ""surname"": ""raabyn`r""}","[{'var': 'astr raabyn`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראַבינער,,,,,,,,,,אסתר,
2079,mlkhh (raabynaavvytsh) raab`l,"{""given-name"": ""mlkhh"", ""alternative-name"": ""raabynaavvytsh"", ""surname"": ""raab`l""}","[{'var': 'mlkhh (raabynaavvytsh) raab`l', 'src': 'ds', 'lang': 'en'}]",['en'],,ראַבּינאָוויטש,,ראַבעל,,,,,,,,,,מלכה,
2080,dvd raagaavv,"{""given-name"": ""dvd"", ""surname"": ""raagaavv""}","[{'var': 'dvd raagaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָגאָוו,,,,,,,,,,דוד,
2081,hll raagaap,"{""primary-name"": ""hll raagaap"", ""given-name"": ""hll"", ""surname"": ""raagaap""}","[{'var': 'hll raagaap', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָגאָף,,,,,הלל ראָגאָף,,,,,הלל,
2082,naady` radyn,"{""given-name"": ""naady`"", ""surname"": ""radyn""}","[{'var': 'naady` radyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראדין,,,,,,,,,,נאַדיע,
2083,dzsh`yn (tsvk`rmaan) ravz,"{""given-name"": ""dzsh`yn"", ""alternative-name"": ""tsvk`rmaan"", ""surname"": ""ravz""}","[{'var': 'dzsh`yn (tsvk`rmaan) ravz', 'src': 'ds', 'lang': 'en'}]",['en'],,צוקערמאַן,,ראוז,,,,,,,,,,דזשעין,
2084,lyyz`r ravkh,"{""given-name"": ""lyyz`r"", ""surname"": ""ravkh""}","[{'var': 'lyyz`r ravkh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראוך,,,,,,,,,,לייזער,
2085,azyash razany`tsky,"{""primary-name"": ""azyash razany`tsky"", ""surname"": ""razany`tsky""}","[{'var': 'azyash razany`tsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראזאניעצקי,,,,,אזיאש ראזאניעצקי,,,,,,
2086,vvy`raa (shpr` vvyn`r) raazaankaa,"{""given-name"": ""shpr`"", ""alternative-name"": ""vvy`raa"", ""surname"": ""raazaankaa""}","[{'var': 'vvy`raa (shpr` vvyn`r) raazaankaa', 'src': 'ds', 'lang': 'en'}]",['en'],,וויעראַ,,ראָזאַנקאָ,,,,,,,,,,שפרע,
2087,abrhm raz`n,"{""given-name"": ""abrhm"", ""surname"": ""raz`n""}","[{'var': 'abrhm raz`n', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראזען,,,,,,,,,,אברהם,
2088,g`rtaa raaz`n,"{""given-name"": ""g`rtaa"", ""surname"": ""raaz`n""}","[{'var': 'g`rtaa raaz`n', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזען,,,,,,,,,,גערטאַ,
2089,lah raaz`n,"{""primary-name"": ""lah raaz`n"", ""given-name"": ""lah"", ""surname"": ""raaz`n""}","[{'var': 'lah raaz`n', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזען,,,,,לאה ראָזען,,,,,לאה,
2090,maaks raaz`n,"{""given-name"": ""maaks"", ""surname"": ""raaz`n""}","[{'var': 'maaks raaz`n', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזען,,,,,,,,,,מאַקס,
2091,shmhh raaz`n,"{""given-name"": ""shmhh"", ""surname"": ""raaz`n""}","[{'var': 'shmhh raaz`n', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזען,,,,,,,,,,שמחה,
2092,abrhm raz`nbvym,"{""primary-name"": ""raz`nbvym"", ""given-name"": ""abrhm""}","[{'var': 'abrhm raz`nbvym', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,ראזענבּוים,,,,,אברהם,
2093,y`kb-hyym raz`nbvym,"{""given-name"": ""y`kb-hyym"", ""surname"": ""raz`nbvym""}","[{'var': 'y`kb-hyym raz`nbvym', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראזענבּוים,,,,,,,,,,יעקב-חיים,
2094,]?[ raaz`nblvm,"{""surname"": ""raaz`nblvm""}","[{'var': ']?[ raaz`nblvm', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזענבּלום,,,,,,,,,,,
2095,aadaalp (ahrvn) raaz`nblvm,"{""given-name"": ""aadolp"", ""alternative-name"": ""ahrvn"", ""surname"": ""raaz`nblvm""}","[{'var': 'aadaalp (ahrvn) raaz`nblvm', 'src': 'ds', 'lang': 'en'}]",['en'],,אהרון,,ראָזענבּלום,,,,,,,,,,אַדòlף,
2096,b`ty (byyl`) raaz`nblvm,"{""given-name"": ""b`ty"", ""alternative-name"": ""byyl`"", ""surname"": ""raaz`nblvm""}","[{'var': 'b`ty (byyl`) raaz`nblvm', 'src': 'ds', 'lang': 'en'}]",['en'],,בּיילע,,ראָזענבּלום,,,,,,,,,,בּעטי,
2097,dbvrh raaz`nblvm,"{""given-name"": ""dbvrh"", ""surname"": ""raaz`nblvm""}","[{'var': 'dbvrh raaz`nblvm', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזענבּלום,,,,,,,,,,דבורה,
2098,abrhm raaz`nb`rg,"{""primary-name"": ""raaz`nb`rg"", ""given-name"": ""abrhm"", ""surname"": ""raaz`nb`rg""}","[{'var': 'abrhm raaz`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזענבּערג,,,,,ראָזענבּערג,,,,,אברהם,
2099,b`rtaa raaz`nb`rg,"{""given-name"": ""b`rtaa"", ""surname"": ""raaz`nb`rg""}","[{'var': 'b`rtaa raaz`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזענבּערג,,,,,,,,,,בערטאַ,
2100,tvbyh-gdlyh raaz`nb`rg,"{""given-name"": ""tvbyh"", ""middle-name"": ""gdlyh"", ""surname"": ""raaznb`rg""}","[{'var': 'tvbyh-gdlyh raaz`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזנבערג,גדליה,,,,,,,,,טוביה,
2101,yaaz`p (yvsp-yvnh) raaz`nb`rg,"{""given-name"": ""yvsp"", ""alternative-name"": ""yvnh"", ""surname"": ""raaz`nb`rg""}","[{'var': 'yaaz`p (yvsp-yvnh) raaz`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,יונה,,ראָזענבּערג,,,,,,,,,,יוסף,
2102,yshral (aam`ryk`) raaz`nb`rg,"{""primary-name"": ""raaz`nb`rg"", ""given-name"": ""yshral"", ""alternative-name"": ""aam`ryk`""}","[{'var': 'yshral (aam`ryk`) raaz`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,אַמעריקע,,,,,,,ראָזענבּערג,,,,,ישראל,
2103,yshral (rvslaand) raaz`nb`rg,"{""given-name"": ""yshral"", ""alternative-name"": ""rvslaand"", ""surname"": ""raaz`nb`rg""}","[{'var': 'yshral (rvslaand) raaz`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,רוסלאַנד,,ראָזענבּערג,,,,,,,,,,ישראל,
2104,lyvba raaz`nb`rg,"{""primary-name"": ""lyvba raaz`nb`rg"", ""given-name"": ""lyvba"", ""surname"": ""raaz`nb`rg""}","[{'var': 'lyvba raaz`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזענבּערג,,,,,ליובא ראָזענבּערג,,,,,ליובא,
2105,shrh (shrh-shyyndl) raaz`nb`rg,"{""given-name"": ""shrh"", ""alternative-name"": ""shyyndl"", ""surname"": ""raaz`nb`rg""}","[{'var': 'shrh (shrh-shyyndl) raaz`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,שיינדל,,ראָזענבּערג,,,,,,,,,,שרה,
2106,baarys raaz`ntaal,"{""given-name"": ""baarys"", ""surname"": ""raaz`ntal""}","[{'var': 'baarys raaz`ntaal', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזענטāl,,,,,,,,,,באָריס,
2107,yaashaa (y`kb-b`r) raaz`ntaal,"{""primary-name"": ""raaz`ntaal"", ""given-name"": ""yaashaa"", ""alternative-name"": ""y`kb-b`r""}","[{'var': 'yaashaa (y`kb-b`r) raaz`ntaal', 'src': 'ds', 'lang': 'en'}]",['en'],,יעקב-בּער,,,,,,,ראָזענטאַל,,,,,יאַשאַ,
2108,lyyb raaz`ntaal,"{""given-name"": ""lyyb"", ""surname"": ""raaz`ntaal""}","[{'var': 'lyyb raaz`ntaal', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזענטאַל,,,,,,,,,,לייבּ,
2109,maaks raaz`ntaal,"{""given-name"": ""maaks"", ""surname"": ""raaz`ntaal""}","[{'var': 'maaks raaz`ntaal', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזענטאַל,,,,,,,,,,מאַקס,
2110,nyytan raaz`ntaal,"{""primary-name"": ""raaz`ntaal"", ""given-name"": ""nyytan""}","[{'var': 'nyytan raaz`ntaal', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,ראָזענטאַל,,,,,נייטאן,
2111,saabynaa raaz`ntaal,"{""given-name"": ""saabynaa"", ""surname"": ""raaz`ntaal""}","[{'var': 'saabynaa raaz`ntaal', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזענטאַל,,,,,,,,,,סאַבּינאַ,
2112,klaaraa raaz`ntaal,"{""given-name"": ""klaaraa"", ""surname"": ""raaz`ntaal""}","[{'var': 'klaaraa raaz`ntaal', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזענטאַל,,,,,,,,,,קלאַראַ,
2113,raman raaz`ntaal,"{""surname"": ""raaz`ntaal""}","[{'var': 'raman raaz`ntaal', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזענטאַל,,,,,,,,,,,
2114,h`rmaan raaz`npaarb,"{""primary-name"": ""h`rmaan raaz`npaarb"", ""given-name"": ""h`rmaan"", ""surname"": ""raaz`npaarb""}","[{'var': 'h`rmaan raaz`npaarb', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזענפאַרב,,,,,הערמאַן ראָזענפאַרב,,,,,הערמאַן,
2115,yvnh raaz`np`ld,"{""given-name"": ""yvnh"", ""surname"": ""raaz`np`ld""}","[{'var': 'yvnh raaz`np`ld', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזענפעלד,,,,,,,,,,יונה,
2116,raavz-ly raaz`ntsvvyyg,"{""primary-name"": ""raavz-ly raaz`ntsvvyyg"", ""given-name"": ""raavz-ly"", ""surname"": ""raaz`ntsvvyyg""}","[{'var': 'raavz-ly raaz`ntsvvyyg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזענצווייג,,,,,ראָוז-לי ראָזענצווייג,,,,,ראָוז-לי,
2117,r`gynaa raaz`ntsvvyyg,"{""given-name"": ""r`gynaa"", ""surname"": ""raaz`ntsvvyyg""}","[{'var': 'r`gynaa raaz`ntsvvyyg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזענצווייג,,,,,,,,,,רעגינאַ,
2118,lyyz`r raaz`nshtyyn,"{""given-name"": ""lyyz`r"", ""surname"": ""raaz`nshtyyn""}","[{'var': 'lyyz`r raaz`nshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזענשטיין,,,,,,,,,,לייזער,
2119,s`mv`l raaz`nshtyyn,"{""given-name"": ""s`mv`l"", ""surname"": ""raaz`nshtyyn""}","[{'var': 's`mv`l raaz`nshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזענשטיין,,,,,,,,,,סעמועל,
2120,grshvn rat,"{""given-name"": ""grshvn"", ""surname"": ""rat""}","[{'var': 'grshvn rat', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראט,,,,,,,,,,גרשון,
2121,bnymyn raatmaan,"{""given-name"": ""bnymyn"", ""surname"": ""raatmaan""}","[{'var': 'bnymyn raatmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָטמאַן,,,,,,,,,,בּנימין,
2122,maany` raatn`r,"{""primary-name"": ""maany` raatn`r"", ""given-name"": ""maany`"", ""surname"": ""raatn`r""}","[{'var': 'maany` raatn`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראַטנער,,,,,מאַניע ראַטנער,,,,,מאַניע,
2123,mshh raatn`r,"{""given-name"": ""mshh"", ""surname"": ""raatn`r""}","[{'var': 'mshh raatn`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראַטנער,,,,,,,,,,משה,
2124,ysh`yh (shaay`l`) raatshtyyn,"{""given-name"": ""ysh`yh"", ""alternative-name"": ""shaay`l`"", ""surname"": ""raatshtyyn""}","[{'var': 'ysh`yh (shaay`l`) raatshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,שאַיעלע,,ראָטשטיין,,,,,,,,,,ישעיה,
2125,`lyaas raatshtyyn,"{""given-name"": ""`lyaas"", ""surname"": ""raatshtyyn""}","[{'var': '`lyaas raatshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָטשטיין,,,,,,,,,,עליאַס,
2126,p`lya raatshtyyn,"{""primary-name"": ""p`lya raatshtyyn"", ""given-name"": ""p`lya"", ""surname"": ""raatshtyyn""}","[{'var': 'p`lya raatshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָטשטיין,,,,,פעליא ראָטשטיין,,,,,פעליא,
2127,raakhmaanaavv (?),"{""primary-name"": ""raakhmaanaavv"", ""nisba"": ""raakhmaanaavv""}","[{'var': 'raakhmaanaavv (?)', 'src': 'ds', 'lang': 'en'}]",['en'],ראַכמאַנאָוו,,,,,,,,ראַכמאַנאָוו,,,,,,
2128,lyyz`r raakhmaanaavv,"{""given-name"": ""lyyz`r"", ""surname"": ""raakhmaanaavv""}","[{'var': 'lyyz`r raakhmaanaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראַכמאַנאָוו,,,,,,,,,,לייזער,
2129,mshh raan,"{""given-name"": ""mshh"", ""surname"": ""raan""}","[{'var': 'mshh raan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראַן,,,,,,,,,,משה,
2130,shavl raaskyn,"{""given-name"": ""shavl"", ""surname"": ""raaskyn""}","[{'var': 'shavl raaskyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראַסקין,,,,,,,,,,שאול,
2131,ahrn b. raapaapaart,"{""given-name"": ""ahrn"", ""surname"": ""raapaapaart"", ""patronymic"": ""b.""}","[{'var': 'ahrn b. raapaapaart', 'src': 'ds', 'lang': 'en'}]",['en'],,,ב.,ראַפּאַפּאָרט,,,,,,,,,,אהרן,
2132,hyymaan raapaapaart,"{""primary-name"": ""raapaapaart"", ""given-name"": ""hyymaan"", ""surname"": ""raapaapaart""}","[{'var': 'hyymaan raapaapaart', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראַפּאַפּאָרט,,,,,ראַפּאַפּאָרט,,,,,היימאַן,
2133,lyz` (shvlmyt) raap`l,"{""given-name"": ""lyz`"", ""alternative-name"": ""shvlmyt"", ""surname"": ""raap`l""}","[{'var': 'lyz` (shvlmyt) raap`l', 'src': 'ds', 'lang': 'en'}]",['en'],,שולמית,,ראַפּעל,,,,,,,,,,ליזע,
2134,lyyz`r raap`l,"{""given-name"": ""lyyz`r"", ""surname"": ""raap`l""}","[{'var': 'lyyz`r raap`l', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראַפּעל,,,,,,,,,,לייזער,
2135,myshaa raap`l,"{""primary-name"": ""myshaa raap`l"", ""given-name"": ""myshaa"", ""surname"": ""raap`l""}","[{'var': 'myshaa raap`l', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראַפּעל,,,,,מישאַ ראַפּעל,,,,,מישאַ,
2136,ayvvaa raapaalaa,"{""given-name"": ""ayvvaa"", ""surname"": ""raapaalaa""}","[{'var': 'ayvvaa raapaalaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראַפאַלאַ,,,,,,,,,,איוואַ,
2137,klaaraa raapaalaa,"{""given-name"": ""klaaraa"", ""surname"": ""raapaalaa""}","[{'var': 'klaaraa raapaalaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראַפאַלאַ,,,,,,,,,,קלאַראַ,
2138,hyym m. raapaalaavvytsh,"{""given-name"": ""hyym"", ""middle-name"": ""m."", ""surname"": ""raapaalaavvytsh""}","[{'var': 'hyym m. raapaalaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראַפאַלאַוויטש,מ.,,,,,,,,,חיים,
2139,klats) (lyybaavvytsh,"{""given-name"": ""klats"", ""surname"": ""lyybaavvytsh""}","[{'var': 'klats) (lyybaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לייבּאָוויטש,,,,,,,,,,קלאץ,
2140,yvlyvs (yhyal) raakaavv,"{""primary-name"": ""yvlyvs"", ""alternative-name"": ""yhyal"", ""surname"": ""raakaavv""}","[{'var': 'yvlyvs (yhyal) raakaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,יחיאל,,ראַקאָוו,,,,,יוליוס,,,,,,
2141,n. raakaavv,"{""surname"": ""raakaavv"", ""acronym"": ""n.""}","[{'var': 'n. raakaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראַקאָוו,,,,,,,,,נ.,,
2142,grshvn rvbyn,"{""given-name"": ""grshvn"", ""surname"": ""rvbyn""}","[{'var': 'grshvn rvbyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,רובין,,,,,,,,,,גרשון,
2143,y`kb rvbyn,"{""given-name"": ""y`kb"", ""surname"": ""rvbyn""}","[{'var': 'y`kb rvbyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,רובין,,,,,,,,,,יעקב,
2144,mlkh rvbyn,"{""primary-name"": ""mlkh rvbyn"", ""given-name"": ""mlkh"", ""surname"": ""rvbyn""}","[{'var': 'mlkh rvbyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,רובין,,,,,מלך רובין,,,,,מלך,
2145,mnhm (`khyyz`r rvbyn,"{""given-name"": ""mnhm"", ""alternative-name"": ""`khyyz`r"", ""surname"": ""rvbyn""}","[{'var': 'mnhm (`khyyz`r rvbyn', 'src': 'ds', 'lang': 'en'}]",['en'],,עקהייזער,,רובין,,,,,,,,,,מנחם,
2146,raazaa rvbyn,"{""given-name"": ""raazaa"", ""surname"": ""rvbyn""}","[{'var': 'raazaa rvbyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,רובין,,,,,,,,,,ראָזאַ,
