id,title,var_entries,langs,lang,phoneme,primary-name,qualifier,patronymic,middle-name,professional-name,teknonym,matronymic,honorific,given-name,nisba,surname,alternative-name,salutation,appellation,acronym
1880,(?) prydmaan,"[{'var': '(?) prydmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,pɻˈaɪdmɑːn̩,,,,,,,,,,,פרידמאַן,,,,
1881,aalb`rt (vv`lvvl-aalt`r) prydmaan,"[{'var': 'aalb`rt (vv`lvvl-aalt`r) prydmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,əl̩bt vlvləɔːltɜ˞ pɻˈaɪdmɑːn̩,,,,,,,,,אַלבערט,,פרידמאַן,וועלוול-אַלטער,,,
1882,btslal prydmaan,"[{'var': 'btslal prydmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,btləɫ pɻˈaɪdmɑːn̩,,,,,,,,,בצלאל,,פרידמאַן,,,,
1883,h`n`kh prydmaan,"[{'var': 'h`n`kh prydmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,hnk pɻˈaɪdmɑːn̩,פרידמאַן,,,,,,,,הענעך,,פרידמאַן,,,,
1884,ytshk prydmaan,"[{'var': 'ytshk prydmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,jtʃk pɻˈaɪdmɑːn̩,,,,,,,,,יצחק,,פרידמאַן,,,,
1885,ytshk-ayyzyk hrb prydmaan,"[{'var': 'ytshk-ayyzyk hrb prydmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,jtʃkˈeɪa|ɪzɪk hb pɻˈaɪdmɑːn̩,,,,,,,,הרב,יצחק-אייזיק,,פרידמאַן,,,,
1886,laaraa (lah vvyyntrvyb) prydmaan,"[{'var': 'laaraa (lah vvyyntrvyb) prydmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɑːɻə lˈɑː vɪɪntɹvɪb pɻˈaɪdmɑːn̩,,,,,,,וויינטרויבּ,,לאה,,פרידמאַן,לאַראַ,,,
1887,lyyb prydmaan,"[{'var': 'lyyb prydmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪɪb pɻˈaɪdmɑːn̩,לייב פרידמאַן,,,,,,,,לייב,,פרידמאַן,,,,
1888,mykhl prydmaan,"[{'var': 'mykhl prydmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈɪkl pɻˈaɪdmɑːn̩,,,,,,,,,מיכל,,פרידמאַן,,,,
1889,saaraa (shrh gl`vvytskaa) prydmaan,"[{'var': 'saaraa (shrh gl`vvytskaa) prydmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,sˈæɑːɑː ʃɜ˞ ɡlvɪtskɑː pɻˈaɪdmɑːn̩,,,,,,,גלעוויצקאַ,,סאַראַ,,פרידמאַן,שרה,,,
1890,pyyvv`l` prydmaan,"[{'var': 'pyyvv`l` prydmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,pa|ɪɪvl pɻˈaɪdmɑːn̩,פייוועלע פרידמאַן,,,,,,,,,,פרידמאַן,,,,
1891,p`lyks (pyshl) prydmaan,"[{'var': 'p`lyks (pyshl) prydmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,pla|ɪks pa|ɪʃl pɻˈaɪdmɑːn̩,,,,,,,,,פעליקס,,פרידמאַן,פישל,,,
1892,raaz` prydmaan,"[{'var': 'raaz` prydmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻˈææz pɻˈaɪdmɑːn̩,,,,,,,,,ראָזע,,פרידמאַן,,,,
1893,rvbyn prydmaan,"[{'var': 'rvbyn prydmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻvbɪn pɻˈaɪdmɑːn̩,פרידמאַן,,,,,,,,רובין,,פרידמן,,,,
1894,`myl (alyhv) pryd`s,"[{'var': '`myl (alyhv) pryd`s', 'src': 'ds', 'lang': 'en'}]",['en'],en,mɪl əlɪəv pɻˈaɪdz,,,,,,,,,עמיל,,פרידעס,אליהו,,,
1895,pryyd`l` (avysh`r),"[{'var': 'pryyd`l` (avysh`r)', 'src': 'ds', 'lang': 'en'}]",['en'],en,pɻˈaɪɪdl̩ əvɪʃɜ˞,,,,,,,,,פריידעלע,,,אוישטער,,,
1896,aadaalp pryymaan,"[{'var': 'aadaalp pryymaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈɑːdælp pɻˈaɪɪmæn̩,,,,,,,,,אדולף,,פריימאַן,,,,
1897,aannaa (haakhb`rg`r) pryymaan,"[{'var': 'aannaa (haakhb`rg`r) pryymaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,əˈænəə hˈeɪbɡɜ˞ pɻˈaɪɪmæn̩,,,,,,,,,אַננאַ,,פריימאַן,האָכבּערגער,,,
1898,lvays (lyyz`r g`nyvk) pryymaan,"[{'var': 'lvays (lyyz`r g`nyvk) pryymaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,lveɪz lˈɪa|ɪzɜ˞ nɪvk pɻˈaɪɪmæn̩,,,,,,,געניוק,,לואיס,,פריימאַן,לייזער,,,
1899,plaaraa pryymaan,"[{'var': 'plaaraa pryymaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,plˈæɑːɑː pɻˈaɪɪmæn̩,,,,,,,,,פלאָראַ,,פריימאַן,,,,
1900,aanytaa pryyntl`kh-sh`p,"[{'var': 'aanytaa pryyntl`kh-sh`p', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɑːnɪtɑː pɻˈaɪɪŋkəʃp,,,,,שעף,,,,אַניטאַ,,פריינטלעך,,,,
1901,dvd pryshmaan,"[{'var': 'dvd pryshmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,dvd pɻˈaɪʃmæn̩,,,,,,,,,דוד,,פרישמאַן,,,,
1902,abrhm pr`nk,"[{'var': 'abrhm pr`nk', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻm pɻŋk,,,,,,,,,אברהם,,פרענק,,,,
1903,b`laa pr`nk,"[{'var': 'b`laa pr`nk', 'src': 'ds', 'lang': 'en'}]",['en'],en,blə pɻŋk,בעלאַ פרענק,,,,,,,,בעלאַ,,פרענק,,,,
1904,hnh (ayynbynd`r) pr`nk,"[{'var': 'hnh (ayynbynd`r) pr`nk', 'src': 'ds', 'lang': 'en'}]",['en'],en,hnh ˈeɪɪnbaɪnɜ˞ pɻŋk,חנה,,,,,,,,,,פרענק,איינבּינדער,,,
1905,y`kb pr`nk,"[{'var': 'y`kb pr`nk', 'src': 'ds', 'lang': 'en'}]",['en'],en,jkb pɻŋk,,,,,,,,,יעקב,,פרענק,,,,
1906,nyytaan (hptly) pr`nk,"[{'var': 'nyytaan (hptly) pr`nk', 'src': 'ds', 'lang': 'en'}]",['en'],en,nˈɪɪtn̩ hptlɪ pɻŋk,,,,,,,,,נייטאן,,פרענק,הפתלי,,,
1907,`. n. (`zryal-ntn) pr`nk,"[{'var': '`. n. (`zryal-ntn) pr`nk', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈiː n zil̩ntn pɻŋk,,,,,,,,,עזריאל-נתן,,פרענק,,,,ע. נ.
1908,brvkh pr`nk`l,"[{'var': 'brvkh pr`nk`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɻvk pɻŋkl,,,,,,,,,ברוך,,פרענקעל,,,,
1909,ytshk pr`nk`l,"[{'var': 'ytshk pr`nk`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,jtʃk pɻŋkl,,,,,,,,,יצחק,,פרענקעל,,,,
1910,lvays tsvvyb`l,"[{'var': 'lvays tsvvyb`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,lveɪz zvɪbl,צוויבעל,,,,,,,,לואיס,,צוויבעל,,,,
1911,y`taa tsvv`rlyng,"[{'var': 'y`taa tsvv`rlyng', 'src': 'ds', 'lang': 'en'}]",['en'],en,jtə zvlɪŋ,יעטאַ צווערלינג,,,,,,,,יעטאַ,,צווערלינג,,,,
1912,r`gynaa (shvvaartsshtyyn) tsvk`r,"[{'var': 'r`gynaa (shvvaartsshtyyn) tsvk`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻɡa|ɪnəə ʃvˈɑːtstɪɪn zvkɜ˞,רעגינאַ,,,,,,,,,,צוקער,שוואַרצשטיין,,,
1913,shlvm tsvk`r,"[{'var': 'shlvm tsvk`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃlvm zvkɜ˞,,,,,,,,,שלום,,צוקער,,,,
1914,h`rshl tsvk`rb`rg,"[{'var': 'h`rshl tsvk`rb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,θʃl zvkbɡ,הערשל צוקערבערג,,,,,,,,הערשל,,צוקערבערג,,,,
1915,l`aan tsvk`rb`rg,"[{'var': 'l`aan tsvk`rb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɑːn zvkbɡ,צוקערבערג,,,,,,,,לעאָן,,צוקערבערג,,,,
1916,tsyl` tsvk`rb`rg-zylb`rtsvvyyg,"[{'var': 'tsyl` tsvk`rb`rg-zylb`rtsvvyyg', 'src': 'ds', 'lang': 'en'}]",['en'],en,tsɪl zvkbɡzɪlbtsvɪɪɡ,,,,,,,,,,,צוקערבערג,זילבערצווייג,,,
1917,lyyz`r tsvk`rmaan,"[{'var': 'lyyz`r tsvk`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪa|ɪzɜ˞ zvkmən̩,,,,,,,,,לייזער,,צוקערמאַן,,,,
1918,ahrn (aly`zr) tsyytlyn,"[{'var': 'ahrn (aly`zr) tsyytlyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈæɻn əɫa|ɪzɜ˞ tsɪɪtlɪn,,,,,,,,,אהרן,,צייטלין,אליעזר,,,
1919,alhnn tsyytlyn,"[{'var': 'alhnn tsyytlyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,əlhn tsɪɪtlɪn,אלחנן צייטלין,,,,,,,,אלחנן,,צייטלין,,,,
1920,l`vv (ahrvn-lyyb) tsyytlyn,"[{'var': 'l`vv (ahrvn-lyyb) tsyytlyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,lv ˈæɻvnl̩ɪb tsɪɪtlɪn,צייטן,,,,,,,,אהרון-לייבּ,,צייטלין,לעוו,,,
1921,shprh tsyytlyn,"[{'var': 'shprh tsyytlyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃpɜ˞ tsɪɪtlɪn,,,,,,,,,שפרה,,צייטלין,,,,
1922,kaarl (`kyba) tsymbaalyst,"[{'var': 'kaarl (`kyba) tsymbaalyst', 'src': 'ds', 'lang': 'en'}]",['en'],en,kˈæɑːl kˈɪbə tsɪmbˈɑːlɪst,צימבאַליסט,,,,,,,,עקיבא,,,קאַרל,,,
1923,b`rl tsymlyn,"[{'var': 'b`rl tsymlyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɹɫ tsɪmlɪn,,,,,,,,,בערל,,צימלין,,,,
1924,lah tsymlyn,"[{'var': 'lah tsymlyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɑː tsɪmlɪn,,,,,,,,,לאה,,צימלין,,,,
1925,yshral-ytshk tsyp`rshtyyn,"[{'var': 'yshral-ytshk tsyp`rshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,jʃɻəlɪtʃk tsɪpztɪɪn,,,,יצחק,,,,,ישראל,,ציפּערשטיין,,,,
1926,paanyaa tsypkyna,"[{'var': 'paanyaa tsypkyna', 'src': 'ds', 'lang': 'en'}]",['en'],en,pˈæn̩ɪəə tsɪpkˈaɪnə,,,,,,,,,פאַניאַ,,ציפּקינא,,,,
1927,rynaa (z`lygsaan) ts`lzaar,"[{'var': 'rynaa (z`lygsaan) ts`lzaar', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻɪnɑː zlɪɡsn̩ tlzɑː*,,,,,,,,,רינאַ,,צעלזאַר,זעליגסאָן,,,
1928,ts`saarsky,"[{'var': 'ts`saarsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,tsəˈɛəskɪ,,,,,,,,,,,צעסאַרסקי,,,,
1929,y. b. tspvr,"[{'var': 'y. b. tspvr', 'src': 'ds', 'lang': 'en'}]",['en'],en,jˈiː bˈiː t|ˈiːs|puː|nvɜ˞,,,,,,,,,צפּור,,,,,,י. ב.
1930,l`aan kaabryn,"[{'var': 'l`aan kaabryn', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɑːn kˈɑːbɻɪn,לעאָן קאָברין,,,,,,,,,,קאָברין,,,,
1931,paalynaa (s`gaal) kaabryn,"[{'var': 'paalynaa (s`gaal) kaabryn', 'src': 'ds', 'lang': 'en'}]",['en'],en,pˈæəɫa|ɪnə sɡl̩ kˈɑːbɻɪn,,,,,,,,,פּאַלינאַ,,קאָברין,סעגאַל,,,
1932,ayyb kaagvt,"[{'var': 'ayyb kaagvt', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪɪb kˈɑːɡvt,אייב קאָגוט,,,,,,,,אייב,,קאָגוט,,,,
1933,lyyb (shvst`r) kaadysaan,"[{'var': 'lyyb (shvst`r) kaadysaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪɪb ʃvsɜ˞ kˈɑːdɪsˈæn̩,קאַדיסאָן,,,,,,,,לייבּ,,,שוסטער,,,
1934,baarys kaad`r,"[{'var': 'baarys kaad`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,bˈɑːɻɪz kˈɑːdɜ˞,באָריס קאַדער,,,,,,,,באָריס,,קאַדער,,,,
1935,ab (abrhm) kaahaan,"[{'var': 'ab (abrhm) kaahaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,æb əbɻm kˈɑːən̩,קאָהאַן,,,,,,,אב,אברהם,,,אב,,,
1936,zvny` kaahaan,"[{'var': 'zvny` kaahaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,vnɪ kˈɑːən̩,זוניע קאַהאַן,,,,,,,,זוניע,,קאַהאַן,,,,
1937,yshral (abrhm) kaahaan,"[{'var': 'yshral (abrhm) kaahaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,jʃrəl əbɻm kˈɑːən̩,קאַהאַן,,,,,,,,ישראל,,,אברהם,,,
1938,saalaamaan (shlmh) kaahaan,"[{'var': 'saalaamaan (shlmh) kaahaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,sˈæəlˈɑːmən̩ ʃmh kˈɑːən̩,,,,,,,,,שלמה,,קאַהאַן,סאָלאָמאָן,,,
1939,s. h. (nvd`lmaan) kaahn,"[{'var': 's. h. (nvd`lmaan) kaahn', 'src': 'ds', 'lang': 'en'}]",['en'],en,sn̩ hˈiː nvdmn̩ kˈæɑːn,,,,,,,,ס. ה.,נודעלמאַן,,קוהן,,,,
1940,raaz`taa kaahn,"[{'var': 'raaz`taa kaahn', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻˈæætə kˈæɑːn,,,,,,,,,ראָזעטאַ,,קוהן,,,,
1941,laazaar kaahaan,"[{'var': 'laazaar kaahaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈæəzɑː* kˈɑːən̩,לאַזאַר קאַהאַן,,,,,,,,לאַזאַר,,קאַהאַן,,,,
1942,dzshyyk`l` kaahn,"[{'var': 'dzshyyk`l` kaahn', 'src': 'ds', 'lang': 'en'}]",['en'],en,dzʃaɪɪkl kˈæɑːn,,,,,,,,,דזשייקעלע,,קוהן,,,,
1943,h`ry kaah`n,"[{'var': 'h`ry kaah`n', 'src': 'ds', 'lang': 'en'}]",['en'],en,hɻɪ kˈæɑːn,הערי קאָהען,,,,,,,הערי,,,קאָהען,,,,
1944,tshaarly kaah`n,"[{'var': 'tshaarly kaah`n', 'src': 'ds', 'lang': 'en'}]",['en'],en,tʃe|ɪəlɪ kˈæɑːn,,,,,,,,,טשאַרלי,,קאָהען,,,,
1945,(mshh-yvsl dykshtyyn),"[{'var': '(mshh-yvsl dykshtyyn)', 'src': 'ds', 'lang': 'en'}]",['en'],en,mʃhjv|ˈɜːsl dˈaɪkʃtɪɪn,,,,,,,,,משה,,דיקשטיין,יוסל,,,
1946,astr kaavvaalskaa,"[{'var': 'astr kaavvaalskaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,æsɜ˞ kˈɑːvˈɑːlskɑː,,,,,,,,,אסתר,,קוואָלוועסקאַ,,,,
1947,mttyhv (kaavvaal) kaavvaalsky,"[{'var': 'mttyhv (kaavvaal) kaavvaalsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,mtɪhv kˈɑːvəl̩ kˈɑːvˈɑːlskɪ,קאָוואַלסקי,,,,,,,,מתתיהו,,קאָוואַלסקי,קאָוואַל,,,
1948,sh. y. (shmval-ytshk) kaazynyts,"[{'var': 'sh. y. (shmval-ytshk) kaazynyts', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃˈiː jˈiː ʃmvl̩jtʃk kˈɑːzɪnɪts,,,,,,,,,שמואל-יצחק,,קויזיניץ,,,,ש. י.
1949,yaasl kaatl`r,"[{'var': 'yaasl kaatl`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,jˈæl kˈɑːl̩ɜ˞,,,,,,,,,יאָסל,,קאַטלער,,,,
1950,mshh kaatts,"[{'var': 'mshh kaatts', 'src': 'ds', 'lang': 'en'}]",['en'],en,mʃh kˈɑːts,קאַטץ,,,,,,,,משה,,,,,,
1951,yaas`l` kaladny,"[{'var': 'yaas`l` kaladny', 'src': 'ds', 'lang': 'en'}]",['en'],en,jˈæl kˈælədnɪ,קאלאדני,,,,,,,,יאָסעלע,,קאלאדני,,,,
1952,y`kb kaalykh,"[{'var': 'y`kb kaalykh', 'src': 'ds', 'lang': 'en'}]",['en'],en,jkb kˈɑːlɪk,,,,,,,,,יעקב,,קאַליך,,,,
1953,b`rtaa kaalysh,"[{'var': 'b`rtaa kaalysh', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɻtə kˈɑːlˈaɪʃ,בערטאַ קאַליש,,,,,,,,בערטאַ,,קאַליש,,,,
1954,l`aan (lyyb) kaalysh,"[{'var': 'l`aan (lyyb) kaalysh', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɑːn lˈɪɪb kˈɑːlˈaɪʃ,לעאָן,,,,,,,,,,קאַליש,לייבּ,,,
1955,avlrykh kaalmvs,"[{'var': 'avlrykh kaalmvs', 'src': 'ds', 'lang': 'en'}]",['en'],en,əvlik kˈæˈɑːmvz,אולריך קאַלמוס,,,,,,,,אולריך,,קאַלמוס,,,,
1956,h`ry kaaltsaanaavvytsh,"[{'var': 'h`ry kaaltsaanaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,hɻɪ kˈæɔːltsn̩ˈɑːvɪtʃ,הערי קאַלצאַנוויטש,,,,,,,,,,קאַלצאַנוויטש,,,,
1957,yshral kamay,"[{'var': 'yshral kamay', 'src': 'ds', 'lang': 'en'}]",['en'],en,jʃrəl kæmeɪ,,,,,,,,,ישראל,,קאמאי,,,,
1958,ahrn kaamyaanavv,"[{'var': 'ahrn kaamyaanavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈæɻn kˈɑːmɪɑːnˈæv,,,,,,,,,אהרן,,קאַמיאָנאוו,,,,
1959,astr-rhl (haalp`rn) kaamynskaa,"[{'var': 'astr-rhl (haalp`rn) kaamynskaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,əstɻɻl hl̩pn kˈɑːmɪnskɑː,אסתר-רחל,,,,,,,,,,קאימינסקאַ,האַלפּערן,,,
1960,r`gynaa kaamynskaa,"[{'var': 'r`gynaa kaamynskaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻɡa|ɪnəə kˈɑːmɪnskɑː,,,,,,,,,רעגינאַ,,קאַמינסקאַ,,,,
1961,abrhm-ytshk kaamynsky,"[{'var': 'abrhm-ytshk kaamynsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻmjtʃk kˈɑːmɪnskɪ,אברהם-יצחק,,,,,,,,,,קאַמינסקי,,,,
1962,yvsp (aasyp) kaamy`n,"[{'var': 'yvsp (aasyp) kaamy`n', 'src': 'ds', 'lang': 'en'}]",['en'],en,jv|ˈɜːsp ˈɑːzɪp kˈɑːmɪn,,,,,,,,,יוסף,,קאַמיען,אַסיפּ,,,
1963,maaks kaampaan`y`ts,"[{'var': 'maaks kaampaan`y`ts', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæeɪks kˈɑːmpˈɛnɪts,,,,,,,,,מאַקס,,קאָמפּאַנעיעץ,,,,
1964,aabaa kaampaan``ts,"[{'var': 'aabaa kaampaan``ts', 'src': 'ds', 'lang': 'en'}]",['en'],en,əəbɑː kˈɑːmpənts,,,,,,,,,אַבאַ,,קאָמפּאַנעעץ,,,,
1965,lah (gaatlyb) kaampaan``ts,"[{'var': 'lah (gaatlyb) kaampaan``ts', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɑː ɡˈæˈælɪb kˈɑːmpənts,,,,,,,,,לאה,,קאָמפּאַנעעץ,גאָטליבּ,,,
1966,yshral kaampaan``ts,"[{'var': 'yshral kaampaan``ts', 'src': 'ds', 'lang': 'en'}]",['en'],en,jʃrəl kˈɑːmpənts,,,,,,,,,ישראל,,קאָמפּאַנעעץ,,,,
1967,vvaalp kaamraash,"[{'var': 'vvaalp kaamraash', 'src': 'ds', 'lang': 'en'}]",['en'],en,vvælp kˈɑːmɻæʃ,,,,,,,,,וולף,,קאַמראַש,,,,
1968,matl kan,"[{'var': 'matl kan', 'src': 'ds', 'lang': 'en'}]",['en'],en,mətl̩ kən,מאטל קאן,,,,,,,,מאטל,,קאן,,,,
1969,shlmh kan,"[{'var': 'shlmh kan', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃmh kən,,,,,,,,,שלמה,,קאן,,,,
1970,h. a. (kaahn) kaand`l,"[{'var': 'h. a. (kaahn) kaand`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,hˈiː ˈeɪ kˈæɑːn kɑːndl̩,,,,,,,,ה. א.,,,קאַנדעל,קאָהן,,,
1971,pnhs kaanysk`vvytsh,"[{'var': 'pnhs kaanysk`vvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,nz kɑːnɪskvɪtʃ,,,,,,,,,פּנחס,,קאַניסקעוויטש,,,,
1972,ahrn kaany`vvsky,"[{'var': 'ahrn kaany`vvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈæɻn kɑːnɪvskɪ,קאַניעווסקי,,,,,,,,אהרן,,קאַניעווסקי,,,,
1973,l`aapaald (lyyb) kaan`r,"[{'var': 'l`aapaald (lyyb) kaan`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɑːpɔːld lˈɪɪb kɑːnɜ˞,לעאָפּאָלד,,,,,,,,,,קאַנער,לייבּ,,,
1974,shrh (prylyng) kaan`r,"[{'var': 'shrh (prylyng) kaan`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃɜ˞ pɻˈaɪlɪŋ kɑːnɜ˞,,,,,,,,,שרה,,קאַנער,פרילינג,,,
1975,vvylyaam kaanraad,"[{'var': 'vvylyaam kaanraad', 'src': 'ds', 'lang': 'en'}]",['en'],en,vɪlɪˈɑːm kɑːnɻæd,,,,,,,,,וויליאַם,,קאַנראָד,,,,
1976,ayzaak (ytshk) kaasvvan,"[{'var': 'ayzaak (ytshk) kaasvvan', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪzˈɑːk jtʃk kˈɑːzvn̩,,,,,,,,,יצחק,,קאַסוואן,איזאַק,,,
1977,vvadya kaasyakavv,"[{'var': 'vvadya kaasyakavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,vvˈeɪdɪə kˈɑːzjɑkəv,,,,,,,,,וואדיא,,קוסיאקאוו,,,,
1978,dvd kaas`l,"[{'var': 'dvd kaas`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,dvd kˈɑːzl,,,,,,,,,דוד,,קאַסעל,,,,
1979,l`a kaap,"[{'var': 'l`a kaap', 'src': 'ds', 'lang': 'en'}]",['en'],en,lə kˈææp,לעא קאָפּ,,,,,,,,,,,,,,
1980,aany` kaapvstyn,"[{'var': 'aany` kaapvstyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,əənɪ kˈɑːpv|ˈɜːstaɪn,,,,,,,,,אַניע,,קאַפּוסטין,,,,
1981,z`ld` kaaplaan,"[{'var': 'z`ld` kaaplaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,zld kˈɑːpln̩,,,,,,,,,זעלדע,,קאַפּלאַן,,,,
1982,ytshk kaaplaan,"[{'var': 'ytshk kaaplaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,jtʃk kˈɑːpln̩,,,,,,,,,יצחק,,קאַפּלאַן,,,,
1983,s`m (zkhryh) kaaplaan,"[{'var': 's`m (zkhryh) kaaplaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,sm zkɻɪh kˈɑːpln̩,,,,,,,,,זכריה,,קאַפּלאַן,סעם,,,
1984,lvays kaap`lmaan,"[{'var': 'lvays kaap`lmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,lveɪz kˈɑːpmn̩,קאַפּעלמאַן,,,,,,,,לואיס,,,,,,
1985,kaats,"[{'var': 'kaats', 'src': 'ds', 'lang': 'en'}]",['en'],en,kˈææts,קאַץ,,,,,,,,,,,,,,
1986,bn-tsyvn kaats,"[{'var': 'bn-tsyvn kaats', 'src': 'ds', 'lang': 'en'}]",['en'],en,bntsɪvn kˈææts,,,,,,,,,בן-ציון,,קאַץ,,,,
1987,zysh` kaats,"[{'var': 'zysh` kaats', 'src': 'ds', 'lang': 'en'}]",['en'],en,zɪʃ kˈææts,,,,,,,,,זישע,,קאַץ,,,,
1988,aalt`r (shlvm) kaatsyzn`,"[{'var': 'aalt`r (shlvm) kaatsyzn`', 'src': 'ds', 'lang': 'en'}]",['en'],en,əɔːltɜ˞ ʃlvm kˈɑːza|ɪzn,,,,,,,,,שלום,,קאַציזנע,אַלטער,,,
1989,y`kb kaatsmaan,"[{'var': 'y`kb kaatsmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,jkb kˈɑːtsmən̩,קצמאַן,,,,,,,,יעקב,,,,,,
1990,ytshk (yh\hyal) kaats`n`lzaan,"[{'var': 'ytshk (yh\\hyal) kaats`n`lzaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,jtʃk jhaɪəl kˈɑːznlzɑːn,,,,,,,,,יצחק,,קאַץענעלזאָן,יהחיאל,,,
1991,sh. y. (rsh'y) kaats`n`lnbvyg`n,"[{'var': ""sh. y. (rsh'y) kaats`n`lnbvyg`n"", 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃˈiː jˈiː ɻʃj kˈɑːznlnbvɪn,,,,י.,,,,,ש.,,קאַצענעלנבויגען,,,,רש’י
1992,aadaalp kaats`r,"[{'var': 'aadaalp kaats`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈɑːdælp kˈɑːzɜ˞,,,,,,,,,אַדאָלף,,קאַגצער,,,,
1993,mysh` kaarlaas,"[{'var': 'mysh` kaarlaas', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈɪʃ kˈæɑːlˈɑːz,,,,,,,,,מישע,,קאַרלאָס,,,,
1994,lyb` (lynaa) kaarlyk,"[{'var': 'lyb` (lynaa) kaarlyk', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪb lˈɪŋɑː kˈɑːlɪk,,,,,,,,,ליבּע,,קאַרליק,לינאַ,,,
