id,title,var_entries,langs,lang,phoneme,primary-name,qualifier,patronymic,middle-name,professional-name,teknonym,matronymic,honorific,given-name,nisba,surname,alternative-name,salutation,appellation,acronym
1995,z. (zysh`) kaarnblyt,"[{'var': 'z. (zysh`) kaarnblyt', 'src': 'ds', 'lang': 'en'}]",['en'],en,z zɪʃ kˈæɑːnblɪt,,,,,,,,,זישע,,קאָרנבליט,,,,ז.
1996,s. karntyy`r,"[{'var': 's. karntyy`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,sn̩ kɑːntɪəɜ˞,,,,,קארנטייער,,,,ס.,,,,,,
1997,b`rtaa (btyh kvry`r) kaarnp`ld,"[{'var': 'b`rtaa (btyh kvry`r) kaarnp`ld', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɻtə btɪh kəəɜ˞ kˈæɑːnpld,,,,,,,בתיה,,בערטאַ,,קאָרנפעלד,בתיה,,,
1998,mlkhh kaarnshtyyn,"[{'var': 'mlkhh kaarnshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,mlkh kˈæɑːnʃtɪɪn,,,,,,,,,מלכה,,קאָרנשטיין,,,,
1999,kaar`s,"[{'var': 'kaar`s', 'src': 'ds', 'lang': 'en'}]",['en'],en,kˈæɑːz,קאַרעס,,,,,,,,,,,,,,
2000,maaks kaarp,"[{'var': 'maaks kaarp', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæeɪks kˈæɑːp,,,,,,,,,מאַקס,,קאַרפּ,,,,
2001,raaz` kaarp,"[{'var': 'raaz` kaarp', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻˈææz kˈæɑːp,,,,,,,,,ראָזע,,קאַרפּ,,,,
2002,daaraa (dbvrh) karpynaavvytsh,"[{'var': 'daaraa (dbvrh) karpynaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,dˈæɑːɑː dbvɜ˞ kɑːpɪnˈævɪtʃ,,,,,,,,,דאָראַ,,קארפּינאָוויטש,דבורה,,,
2003,mshh karpynaavvytsh,"[{'var': 'mshh karpynaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,mʃh kɑːpɪnˈævɪtʃ,,,,,,,,,משה,,קארפּינאָוויטש,,,,
2004,kdysh (k. khaash),"[{'var': 'kdysh (k. khaash)', 'src': 'ds', 'lang': 'en'}]",['en'],en,kdɪʃ kˈiː kɑːæʃ,קדיש,,,,,,,,,,,,,,ק. כאַש
2005,ayyb kvbaansky,"[{'var': 'ayyb kvbaansky', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪɪb kvbɑːnskɪ,אייב קובאַנסקי,,,,,,,,אייב,,קובאַנסקי,,,,
2006,lyyb kvzny`tsaavv,"[{'var': 'lyyb kvzny`tsaavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪɪb kvzɪzˈɑːˈæv,,,,,,,,,לייב,,קוזניעצאָוו,,,,
2007,shlmh kvtn`r,"[{'var': 'shlmh kvtn`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃmh kvn̩ɜ˞,,,,,,,,,שלמה,,קוטנער,,,,
2008,h`rshl kvypmaan,"[{'var': 'h`rshl kvypmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,θʃl kvɪpmɑːn̩,הערשל קויפמאַן,,,,,,,,הערשל,,קויפמאַן,,,,
2009,saalaamaan kvstyn,"[{'var': 'saalaamaan kvstyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,sˈæəlˈɑːmən̩ kvsɪn,,,,,,,,,סאָלאָמאָן,,קוסטין,,,,
2010,saanyaa kvstyn,"[{'var': 'saanyaa kvstyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,sˈæn̩ɪəə kvsɪn,,,,,,,,,סאָניאַ,,קוסטין,,,,
2011,l`aan kvsmaan,"[{'var': 'l`aan kvsmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɑːn kvzmən̩,,,,,,,,,לעאָן,,קוסמאַן,,,,
2012,l`aan (ysh`yh-aryh) kvp`rmaan,"[{'var': 'l`aan (ysh`yh-aryh) kvp`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɑːn jʃaɪʃˈɑːɪə kvpmən̩,לעאָן,,,,,,,,,,קופּערמאַן,ישעיה-אריה,,,
2013,lvays kvp`rshmydt,"[{'var': 'lvays kvp`rshmydt', 'src': 'ds', 'lang': 'en'}]",['en'],en,lveɪz kvpɻʃmɪdt,,,,,,,,,לואיס,,קופּערשמידט,,,,
2014,maat`l` kvtsyk,"[{'var': 'maat`l` kvtsyk', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæˈæl kvtsɪk,,,,,,,,,מאָטעלע,,קוציק,,,,
2015,gaadl ]?[ kvraazsh,"[{'var': 'gaadl ]?[ kvraazsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɡˈæˈeɪdl̩ kvɻæʃ,קוראַזש,,,,,,,,גאָדל,,,,,,
2016,y`kb kvrl`nd`r,"[{'var': 'y`kb kvrl`nd`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,jkb kvlnɜ˞,,,,,,,,,יעקב,,קורלענדער,,,,
2017,abrhm kvrts,"[{'var': 'abrhm kvrts', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻm kvts,,,,,,,,,אברהם,,קורץ,,,,
2018,mvsya kvrts-smargansky,"[{'var': 'mvsya kvrts-smargansky', 'src': 'ds', 'lang': 'en'}]",['en'],en,mvzɪə kvtssmɑːɡˈænskɪ,,,,,,,סמארגאנסקי,,מוסיא,,קורץ,,,,
2019,khyyk`l` kvshnyr,"[{'var': 'khyyk`l` kvshnyr', 'src': 'ds', 'lang': 'en'}]",['en'],en,kɪɪkl kvʃɪɜ˞,,,,,,,,,כייקעלע,,קושניר,,,,
2020,yvsp kyg`l,"[{'var': 'yvsp kyg`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,jv|ˈɜːsp kˈɪɡl,,,,,,,,,יוסף,,קיגעל,,,,
2021,bn-tsyvn kyt,"[{'var': 'bn-tsyvn kyt', 'src': 'ds', 'lang': 'en'}]",['en'],en,bntsɪvn kɪt,,,בן,,,,,,ציון,,קיט,,,,
2022,mshh-mykhal kytaay,"[{'var': 'mshh-mykhal kytaay', 'src': 'ds', 'lang': 'en'}]",['en'],en,mʃhmɪkˈɑːl kˈɪteɪ,משה-מיכאל,,,מיכאל,,,,,משה,,קיטאַי,,,,
2023,dzsh`ny kyyz`r,"[{'var': 'dzsh`ny kyyz`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,dzʃnɪ kˈɪa|ɪzɜ˞,,,,,,,,,דזשעני,,קייזער,,,,
2024,dvd kyyz`raavvytsh,"[{'var': 'dvd kyyz`raavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,dvd kˈɪa|ɪzɻˈævɪtʃ,קייזעראָוויטש,,,,,,,,דוד,,קייזעראָוויטש,,,,
2025,hyym-yvsp kyymaan,"[{'var': 'hyym-yvsp kyymaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,hˈaɪɪmjv|ˈɜːsp kˈɪɪmæn̩,,,,,,,,,חיים,,קיימאַן,יוסף,,,
2026,shrh kyndmaan-m`st`l,"[{'var': 'shrh kyndmaan-m`st`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃɜ˞ kˈɪndmˈɑːn̩msl,,,,,,,,,שרה,,קינדמאַן,מעסטעל,,,
2027,mnhm kypnys,"[{'var': 'mnhm kypnys', 'src': 'ds', 'lang': 'en'}]",['en'],en,nm kˈɪpnɪz,,,,,,,,,מנחם,,קיפּניס,,,,
2028,hyrsh-mayr kyrsh`nbvym,"[{'var': 'hyrsh-mayr kyrsh`nbvym', 'src': 'ds', 'lang': 'en'}]",['en'],en,hˈɪɻʃməɜ˞ kˈɪɻʃnbvɪm,הירש-מאיר,,,,,,,,,,קירשענבוים,,,,
2029,y`kb kyrsh`nbvym,"[{'var': 'y`kb kyrsh`nbvym', 'src': 'ds', 'lang': 'en'}]",['en'],en,jkb kˈɪɻʃnbvɪm,,,,,,,,,יעקב,,קירשענבוים,,,,
2030,ayyzyk klvmak,"[{'var': 'ayyzyk klvmak', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪa|ɪzɪk klvmæk,,,,,,,,,אייזיק,,קלומאק,,,,
2031,klyvvlaand t`aat`r stvdyaa,"[{'var': 'klyvvlaand t`aat`r stvdyaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,klɪvlænd tˈæˈæɜ˞ stvdɪɑː,קליוולאנד,,,,סטודיאָ,,,,,,טעאַטער,,,,
2032,mykhal klyyn,"[{'var': 'mykhal klyyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈɪkˈɑːl klɪɪn,,,,,,,,,מיכאל,,קליין,,,,
2033,pryts klyynmaan,"[{'var': 'pryts klyynmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,pɻˈaɪz klɪɪnmən̩,קליינמאַן,,,,,,,,פריץ,,קליינמאַן,,,,
2034,y`kb kl`t`r,"[{'var': 'y`kb kl`t`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,jkb kltɜ˞,,,,,,,,,יעקב,,קלעטער,,,,
2035,maaks kl`t`r,"[{'var': 'maaks kl`t`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæeɪks kltɜ˞,קלעטער,,,,,,,,מאַקס,,,,,,
2036,dynh k`nyg,"[{'var': 'dynh k`nyg', 'src': 'ds', 'lang': 'en'}]",['en'],en,dˈaɪnh nɪɡ,,,,,,,,,דינה,,קעניג,,,,
2037,maarys (khlyvvn`r) k`nyg,"[{'var': 'maarys (khlyvvn`r) k`nyg', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæɛ|ərɪz kl̩vn|jə|ɜ˞ nɪɡ,,,,,,,,,מאָריס,,קעניג,כליוונער,,,
2038,svzy (sylvv`r) k`styn,"[{'var': 'svzy (sylvv`r) k`styn', 'src': 'ds', 'lang': 'en'}]",['en'],en,svzɪ sˈɪlvvɜ˞ kstaɪn,,,,,,,,,סוזי,,קעסטין,סילווער,,,
2039,s`m k`styn,"[{'var': 's`m k`styn', 'src': 'ds', 'lang': 'en'}]",['en'],en,sm kstaɪn,סעם קעסטין,,,,,,,,,,קעסטין,,,,
2040,dvd k`sl`r,"[{'var': 'dvd k`sl`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,dvd klɜ˞,,,,,,,,,דוד,,קעסלער,,,,
2041,yaaz`p k`sl`r,"[{'var': 'yaaz`p k`sl`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,jæp klɜ˞,,,,,,,,,יאָזעף,,קעסלער,,,,
2042,n`ly k`smaan,"[{'var': 'n`ly k`smaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,nlɪ kmən̩,נעלי קעסמאַן,,,,,,,,,,קעסמאַן,,,,
2043,psh (pshyh aak`rmaan) k`rmaan,"[{'var': 'psh (pshyh aak`rmaan) k`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,pʃ pʃɪə əˈeɪmən̩ kɻmn̩,פּסח,,,,,,,,פּסחיה,,קערמאַן,פּסחיה אַקערמאַן,,,
2044,ayzydaar k`shyr,"[{'var': 'ayzydaar k`shyr', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪzɪdɑː* kʃaɪɜ˞,,,,,,,,,איזידאָר,,קעשיר,,,,
2045,h`ry kraahn,"[{'var': 'h`ry kraahn', 'src': 'ds', 'lang': 'en'}]",['en'],en,hɻɪ kɻɑːn,הערי קראָהן,,,,,,,,הערי,,קראָהן,,,,
2046,shm`vn-b`r kraatkaa,"[{'var': 'shm`vn-b`r kraatkaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃmvnbɜ˞ kɻˈækɑː,שמעון-בער,,,,,,,,,,קראטקאָ,,,,
2047,`lkaa kraatshaak,"[{'var': '`lkaa kraatshaak', 'src': 'ds', 'lang': 'en'}]",['en'],en,lkɑː kɻətʃe|ɪæk,עלקאַ קראַטשאַק,,,,,,,,עלקאַ,,קראַטשאַק,,,,
2048,pylyp (ytshk raambraa) kraants,"[{'var': 'pylyp (ytshk raambraa) kraants', 'src': 'ds', 'lang': 'en'}]",['en'],en,pˈaɪlɪp jtʃk ɻˈæe|ɪmbre|ɪə kɻənts,פיליפּ,,ראָמבּראָ,,,,,,יצחק,,קראַנץ,פיליפּ,,,
2049,shrh kraantsp`ld,"[{'var': 'shrh kraantsp`ld', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃɜ˞ kɻɑːnpld,,,,,,,,,שרה,,קראַנצפעלד,,,,
2050,]?[ kraastaash`vvsky,"[{'var': ']?[ kraastaash`vvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,kɻəstæʃvskɪ,קראַסטאָשעווסקי,,,,,,,,,,קראַסטאָשעווסקי,,,,
2051,]?[ krvg,"[{'var': ']?[ krvg', 'src': 'ds', 'lang': 'en'}]",['en'],en,kɻvɡ,]?[ קרוג,,,,,,,,,,,,,,
2052,shlmh krvyz`,"[{'var': 'shlmh krvyz`', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃmh kɻvɪz,,,,,,,,,שלמה,,קרויזע,,,,
2053,lah (lvyplaand) krvyz`-myl`r,"[{'var': 'lah (lvyplaand) krvyz`-myl`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɑː lvɪplænd kɻvɪzmɪlɜ˞,קרויזע-מילער,,,,,,,,לאה,,קרויזע-מילער,לויפלאַנד,,,
2054,(krvynshtat) krvyn,"[{'var': '(krvynshtat) krvyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,kɻvɪnʃtæt kɻvɪn,(קרוינשטאט) קרוין,,,,,,,,,קרוינשטאט,קרוין,,,,
2055,krvl`vvskaa t`aat`r,"[{'var': 'krvl`vvskaa t`aat`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,kɻvlvskɑː tˈæˈæɜ˞,קרולעווסקאַ טעאַטער,,,,,,,,,,,,,,
2056,b`rtaa kryytsn`rg,"[{'var': 'b`rtaa kryytsn`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɻtə kɹɪɪtsnɡ,בערטאַ קרייצנערג,,,,,,,,,,קרייצנערג,,,,
2057,yaashaa (saaksaansky) kryytsn`rg,"[{'var': 'yaashaa (saaksaansky) kryytsn`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,jæʃɑː sˈæˈeɪkɑːnskɪ kɹɪɪtsnɡ,קרייצנערג,,,,,,,,יאַשאַ,,קרייצנערג,סאַקסאַנסקי,,,
2058,rvdaalp krystyaan,"[{'var': 'rvdaalp krystyaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻvdælp kɹɪstˈaɪɑːn,,,,קריסטיאַן,,,,,רודאָלף,,,,,,
2059,l`aan kryshtaal,"[{'var': 'l`aan kryshtaal', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɑːn kɹɪʃtl̩,קרישטאַל,,,,,,,,לעאָן,,,,,,
2060,ytshk kr`lmaan,"[{'var': 'ytshk kr`lmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,jtʃk klmn̩,,,,,,,,,יצחק,,קרעלמאַן,,,,
2061,ayzaa kr`m`r,"[{'var': 'ayzaa kr`m`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪzɑː kmɜ˞,,,,,,,,,איזאַ,,קרעמער,,,,
2062,aysaak kr`m`r,"[{'var': 'aysaak kr`m`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪzəæk kmɜ˞,,,,,,,,,איסאַק,,קרעמער,,,,
2063,btslal kr`m`r,"[{'var': 'btslal kr`m`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,btləɫ kmɜ˞,בצלאל קרעמער,,,,,,,,בצלאל,,קרעמער,,,,
2064,yvsp kr`m`r,"[{'var': 'yvsp kr`m`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,jv|ˈɜːsp kmɜ˞,,,,,,,,,יוסף,,קרעמער,,,,
2065,lvays kr`m`r,"[{'var': 'lvays kr`m`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,lveɪz kmɜ˞,,,,,,,,,לואיס,,קרעמער,,,,
2066,mrym kr`syn,"[{'var': 'mrym kr`syn', 'src': 'ds', 'lang': 'en'}]",['en'],en,mɻɪm kɻsɪn,,,,,,,,,מרים,,קרעסין,,,,
2067,y`kb kr`plyaak,"[{'var': 'y`kb kr`plyaak', 'src': 'ds', 'lang': 'en'}]",['en'],en,jkb kplɪəæk,,,,,,,,,יעקב,,קרעפּליאַק,,,,
2068,maaks kr`shavv`r,"[{'var': 'maaks kr`shavv`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæeɪks kˈɑːʃvɜ˞,מאַקס קרעשאווער,,,,,,,,מאַקס,,קרעשאווער,,,,
2069,a. (ayyzyk) raabaay,"[{'var': 'a. (ayyzyk) raabaay', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪ ˈeɪa|ɪzɪk ɻˈæəbeɪ,,,,,,,,,אייזיק,,ראַבאָי,,,,א.
2070,mnhm-m`ndl rabyn,"[{'var': 'mnhm-m`ndl rabyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,nmmnl ɻˈæbən,מנהם-מענדל,,,,,,,,,,ראבין,,,,
2071,abrhm raabynaavvytsh,"[{'var': 'abrhm raabynaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻm ɻˈæəba|ɪnˈævɪtʃ,,,,,,,,,אברהם,,ראַבינאָוויטש,,,,
2072,h`rmaan (yaankl-h`rsh) raabynaavvytsh,"[{'var': 'h`rmaan (yaankl-h`rsh) raabynaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,hmən̩ jæŋkə|ɫhɻʃ ɻˈæəba|ɪnˈævɪtʃ,הערמאַן,,,,,,,,יאַנקל-הערש,,ראַבינאָוויטש,,,,
2073,yshral raabynaavvytsh,"[{'var': 'yshral raabynaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,jʃrəl ɻˈæəba|ɪnˈævɪtʃ,,,,,,,,,ישראל,,ראַבינאָוויטש,,,,
2074,lyvba raabynaavvytsh,"[{'var': 'lyvba raabynaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪvbə ɻˈæəba|ɪnˈævɪtʃ,,,,,,,,,ליובא,,ראַבינאָוויטש,,,,
2075,l`aan (lyybl) raabynaavvytsh,"[{'var': 'l`aan (lyybl) raabynaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɑːn lˈɪˈaɪbl ɻˈæəba|ɪnˈævɪtʃ,ראַבינאָוויטש,,,,,,,,לעאָן,,ראַבינאָוויטש,לייבל,,,
2076,raazaa (taaraarvtskaayaa) raabynaavvytsh,"[{'var': 'raazaa (taaraarvtskaayaa) raabynaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻˈæəzɑː tˈæɝəˈɑːvtskəˈeɪɑː ɻˈæəba|ɪnˈævɪtʃ,,,,,,,,,ראָזאַ,,ראַבינאָוויטש,טאַרארוצקאַיאַ,,,
2077,l`h (l`aa) raabyns,"[{'var': 'l`h (l`aa) raabyns', 'src': 'ds', 'lang': 'en'}]",['en'],en,lh lˈɑː ɻˈæəba|ɪnz,,,,,,,,,לעה,,ראָבינס,לעאַ,,,
2078,astr raabyn`r,"[{'var': 'astr raabyn`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,æsɜ˞ ɻˈæəba|ɪn|jə|ɜ˞,,,,,,,,,אסתר,,ראַבינער,,,,
2079,mlkhh (raabynaavvytsh) raab`l,"[{'var': 'mlkhh (raabynaavvytsh) raab`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,mlkh ɻˈæəba|ɪnˈævɪtʃ ɻˈæˈeɪbl,,,,,,,,,מלכה,,ראַבעל,ראַבּינאָוויטש,,,
2080,dvd raagaavv,"[{'var': 'dvd raagaavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,dvd ɻˈæˈeɪˈɑːv,,,,,,,,,דוד,,ראָגאָוו,,,,
2081,hll raagaap,"[{'var': 'hll raagaap', 'src': 'ds', 'lang': 'en'}]",['en'],en,hl ɻˈæˈæɡəæp,הלל ראָגאָף,,,,,,,,הלל,,ראָגאָף,,,,
2082,naady` radyn,"[{'var': 'naady` radyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,ne|ɪdɪ re|ɪdɪn,,,,,,,,,נאַדיע,,ראדין,,,,
2083,dzsh`yn (tsvk`rmaan) ravz,"[{'var': 'dzsh`yn (tsvk`rmaan) ravz', 'src': 'ds', 'lang': 'en'}]",['en'],en,dzʃɪn zvkmən̩ ɻˈævz,,,,,,,,,דזשעין,,ראוז,צוקערמאַן,,,
2084,lyyz`r ravkh,"[{'var': 'lyyz`r ravkh', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪa|ɪzɜ˞ ɻˈævk,,,,,,,,,לייזער,,ראוך,,,,
2085,azyash razany`tsky,"[{'var': 'azyash razany`tsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈæza|ɪæʃ ɻˈeɪzənɪtskɪ,אזיאש ראזאניעצקי,,,,,,,,,,ראזאניעצקי,,,,
2086,vvy`raa (shpr` vvyn`r) raazaankaa,"[{'var': 'vvy`raa (shpr` vvyn`r) raazaankaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,vɪɻə ʃpɜ˞ vɪnɜ˞ ɻˈæəzɑːnkɑː,,,,,,,,,שפרע,,ראָזאַנקאָ,וויעראַ,,,
2087,abrhm raz`n,"[{'var': 'abrhm raz`n', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻm ɻˈeɪzn,,,,,,,,,אברהם,,ראזען,,,,
2088,g`rtaa raaz`n,"[{'var': 'g`rtaa raaz`n', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɡɻtə ɻˈææn,,,,,,,,,גערטאַ,,ראָזען,,,,
2089,lah raaz`n,"[{'var': 'lah raaz`n', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɑː ɻˈææn,לאה ראָזען,,,,,,,,לאה,,ראָזען,,,,
2090,maaks raaz`n,"[{'var': 'maaks raaz`n', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæeɪks ɻˈææn,,,,,,,,,מאַקס,,ראָזען,,,,
2091,shmhh raaz`n,"[{'var': 'shmhh raaz`n', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃmhh ɻˈææn,,,,,,,,,שמחה,,ראָזען,,,,
2092,abrhm raz`nbvym,"[{'var': 'abrhm raz`nbvym', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻm ɻˈeɪznbvɪm,ראזענבּוים,,,,,,,,אברהם,,,,,,
2093,y`kb-hyym raz`nbvym,"[{'var': 'y`kb-hyym raz`nbvym', 'src': 'ds', 'lang': 'en'}]",['en'],en,jkbha|ɪˈɪm ɻˈeɪznbvɪm,,,,,,,,,יעקב-חיים,,ראזענבּוים,,,,
2094,]?[ raaz`nblvm,"[{'var': ']?[ raaz`nblvm', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻˈæænblvm,,,,,,,,,,,ראָזענבּלום,,,,
2095,aadaalp (ahrvn) raaz`nblvm,"[{'var': 'aadaalp (ahrvn) raaz`nblvm', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈɑːdælp ˈæɻvn ɻˈæænblvm,,,,,,,,,אַדòlף,,ראָזענבּלום,אהרון,,,
2096,b`ty (byyl`) raaz`nblvm,"[{'var': 'b`ty (byyl`) raaz`nblvm', 'src': 'ds', 'lang': 'en'}]",['en'],en,btɪ bˈaɪɪl ɻˈæænblvm,,,,,,,,,בּעטי,,ראָזענבּלום,בּיילע,,,
2097,dbvrh raaz`nblvm,"[{'var': 'dbvrh raaz`nblvm', 'src': 'ds', 'lang': 'en'}]",['en'],en,dbvɜ˞ ɻˈæænblvm,,,,,,,,,דבורה,,ראָזענבּלום,,,,
2098,abrhm raaz`nb`rg,"[{'var': 'abrhm raaz`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻm ɻˈæænbɹg,ראָזענבּערג,,,,,,,,אברהם,,ראָזענבּערג,,,,
2099,b`rtaa raaz`nb`rg,"[{'var': 'b`rtaa raaz`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɻtə ɻˈæænbɹg,,,,,,,,,בערטאַ,,ראָזענבּערג,,,,
2100,tvbyh-gdlyh raaz`nb`rg,"[{'var': 'tvbyh-gdlyh raaz`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,tvbɪhɡl̩ɪh ɻˈæænbɹg,,,,גדליה,,,,,טוביה,,ראָזנבערג,,,,
2101,yaaz`p (yvsp-yvnh) raaz`nb`rg,"[{'var': 'yaaz`p (yvsp-yvnh) raaz`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,jæp jvpjvnh ɻˈæænbɹg,,,,,,,,,יוסף,,ראָזענבּערג,יונה,,,
2102,yshral (aam`ryk`) raaz`nb`rg,"[{'var': 'yshral (aam`ryk`) raaz`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,jʃrəl əæik ɻˈæænbɹg,ראָזענבּערג,,,,,,,,ישראל,,,אַמעריקע,,,
2103,yshral (rvslaand) raaz`nb`rg,"[{'var': 'yshral (rvslaand) raaz`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,jʃrəl ɻv|ˈɜːslænd ɻˈæænbɹg,,,,,,,,,ישראל,,ראָזענבּערג,רוסלאַנד,,,
2104,lyvba raaz`nb`rg,"[{'var': 'lyvba raaz`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪvbə ɻˈæænbɹg,ליובא ראָזענבּערג,,,,,,,,ליובא,,ראָזענבּערג,,,,
2105,shrh (shrh-shyyndl) raaz`nb`rg,"[{'var': 'shrh (shrh-shyyndl) raaz`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃɜ˞ ʃɻdʒʃaɪɪndl̩ ɻˈæænbɹg,,,,,,,,,שרה,,ראָזענבּערג,שיינדל,,,
2106,baarys raaz`ntaal,"[{'var': 'baarys raaz`ntaal', 'src': 'ds', 'lang': 'en'}]",['en'],en,bˈɑːɻɪz ɻˈææntl̩,,,,,,,,,באָריס,,ראָזענטāl,,,,
2107,yaashaa (y`kb-b`r) raaz`ntaal,"[{'var': 'yaashaa (y`kb-b`r) raaz`ntaal', 'src': 'ds', 'lang': 'en'}]",['en'],en,jæʃɑː jkbbɜ˞ ɻˈææntl̩,ראָזענטאַל,,,,,,,,יאַשאַ,,,יעקב-בּער,,,
2108,lyyb raaz`ntaal,"[{'var': 'lyyb raaz`ntaal', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪɪb ɻˈææntl̩,,,,,,,,,לייבּ,,ראָזענטאַל,,,,
2109,maaks raaz`ntaal,"[{'var': 'maaks raaz`ntaal', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæeɪks ɻˈææntl̩,,,,,,,,,מאַקס,,ראָזענטאַל,,,,
2110,nyytan raaz`ntaal,"[{'var': 'nyytan raaz`ntaal', 'src': 'ds', 'lang': 'en'}]",['en'],en,nˈɪɪtən ɻˈææntl̩,ראָזענטאַל,,,,,,,,נייטאן,,,,,,
2111,saabynaa raaz`ntaal,"[{'var': 'saabynaa raaz`ntaal', 'src': 'ds', 'lang': 'en'}]",['en'],en,sˈæəba|ɪnə ɻˈææntl̩,,,,,,,,,סאַבּינאַ,,ראָזענטאַל,,,,
