Unnamed: 0,id,title,lang,phoneme,personAltLabel,personDescription,birth,death,age,name_parts
688,http://www.wikidata.org/entity/Q55437015,mārghrīt fūn nūrnbīrgh,ar,maːrɣrajt fawn noːrnbjrɣ,,,1333-01-01,1377-01-01,44,"{""name_part_0"": ""mārghrīt"", ""name_part_1"": ""fūn"", ""name_part_2"": ""nūrnbīrgh""}"
689,http://www.wikidata.org/entity/Q51089,bīātrīs rījīnā dīlā skalā,ar,biːaːtrjs reːgajnaː djlaː skaːlaː,,,1333-01-01,1384-06-18,51,"{""name_part_0"": ""bīātrīs"", ""name_part_1"": ""rījīnā"", ""name_part_2"": ""dīlā"", ""name_part_3"": ""skalā""}"
690,http://www.wikidata.org/entity/Q2975458,shāh shjāʿ,ar,ʃaːh ʃdʒaːʕ,,,1333-03-18,1384-10-17,51,"{""name_part_0"": ""shāh"", ""name_part_1"": ""shjāʿ""}"
691,http://www.wikidata.org/entity/Q124769297,alaashraf kujuk,ar,a:_ʃr_f k_ʒ_k,كجك بن محمد بن قلاوون,سلطان الدولة القلاوونية في مصر والشام,1334-01-01,1346-01-01,12,"{""name_part_0"": ""alaashraf"", ""name_part_1"": ""kujuk""}"
692,http://www.wikidata.org/entity/Q268050,mārīā dī bādīlā,ar,maːrjaː diː baːdeːlaː,,عشيقة بيدرو ملك قشتالة,1334-01-01,1361-07-01,27,"{""name_part_0"": ""mārīā"", ""name_part_1"": ""dī"", ""name_part_2"": ""bādīlā""}"
693,http://www.wikidata.org/entity/Q4117198,mḥmd bn mkī,ar,mħmd bn mkeː,الشهيد الأول,عالم دين شيعي لبناني,1334-01-01,1385-01-01,51,"{""name_part_0"": ""mḥmd"", ""name_part_1"": ""bn"", ""name_part_2"": ""mkī""}"
694,http://www.wikidata.org/entity/Q425325,alashrf ʿlāʾ aldīn kjk,ar,a:ʃrf ʕlaː_ aːldjn kʒk,كجك,سلطان مملوكي,1334-01-01,1345-09-01,11,"{""name_part_0"": ""alashrf"", ""name_part_1"": ""ʿlāʾ"", ""name_part_2"": ""aldīn"", ""name_part_3"": ""kjk""}"
695,http://www.wikidata.org/entity/Q262363,hnrī althānī mlk qshtalah,ar,hnraj aːlθaːnaj mlk qʃtaːla,,,1334-01-21,1379-06-06,45,"{""name_part_0"": ""hnrī"", ""name_part_1"": ""althānī"", ""name_part_2"": ""mlk"", ""name_part_3"": ""qshtalah""}"
696,http://www.wikidata.org/entity/Q310963,bīdrū mlk qshtalah,ar,biːdruː mlk qʃtaːla,بيتر ملك قشتالة,,1334-09-07,1369-03-31,35,"{""name_part_0"": ""bīdrū"", ""name_part_1"": ""mlk"", ""name_part_2"": ""qshtalah""}"
697,http://www.wikidata.org/entity/Q16847190,ābū alsalm almrīnī,ar,aːbw aːlsaːlm aːlmriːniː,علي الثاني المريني,من ملوك المغرب الأقصى,1335-01-01,1361-01-01,26,"{""name_part_0"": ""ābū"", ""name_part_1"": ""alsalm"", ""name_part_2"": ""almrīnī""}"
698,http://www.wikidata.org/entity/Q90224,aghnīs mn bāfārīā,ar,ʔɣnjs mn baːfaːrajaː,,راهبة ألمانية,1335-01-01,1352-01-01,17,"{""name_part_0"": ""aghnīs"", ""name_part_1"": ""mn"", ""name_part_2"": ""bāfārīā""}"
699,http://www.wikidata.org/entity/Q279693,stīfān aūrūs alkhāms,ar,steːfaːn ʔwrws aːlxaːms,,إمبراطور الصرب,1336-01-01,1371-12-12,35,"{""name_part_0"": ""stīfān"", ""name_part_1"": ""aūrūs"", ""name_part_2"": ""alkhāms""}"
